Time	ECG	ECG_Normalized	Heart_Rate	EDA
0.0 557.0 500 0.0 225.0
20.0 562.0 0 0.0 225.0
41.0 555.0 0 15.082956259426847 225.0
60.0 555.0 0 30.165912518853695 225.0
1725.0 311.0 0 45.248868778280546 218.0
1747.0 300.0 0 60.33182503770739 218.0
1768.0 364.0 500 75.41478129713424 218.0
1789.0 316.0 0 90.49773755656109 218.0
1810.0 181.0 0 105.58069381598793 219.0
1832.0 208.0 0 120.66365007541478 219.0
1853.0 223.0 0 135.74660633484163 219.0
1874.0 212.0 0 150.82956259426848 219.0
1895.0 217.0 0 165.91251885369533 220.0
1917.0 298.0 0 180.99547511312218 220.0
1938.0 308.0 0 196.078431372549 220.0
1959.0 306.0 0 211.16138763197586 220.0
1980.0 256.0 0 226.2443438914027 221.0
2002.0 349.0 500 241.32730015082956 221.0
2022.0 318.0 0 256.4102564102564 221.0
2054.0 347.0 0 316.27463445645265 221.0
2080.0 347.0 0 376.1390125026488 222.0
2123.0 457.0 500 436.00339054884506 222.0
2156.0 329.0 0 495.8677685950413 223.0
2178.0 313.0 0 475.09308872945235 223.0
2199.0 328.0 0 454.3184088638634 223.0
2220.0 327.0 0 433.54372899827445 224.0
2241.0 324.0 0 412.7690491326855 224.0
2263.0 320.0 0 391.99436926709654 224.0
2284.0 270.0 0 371.2196894015076 225.0
2305.0 523.0 500 350.44500953591864 225.0
2326.0 562.0 0 329.6703296703297 225.0
2348.0 562.0 0 319.19061330826037 226.0
2369.0 560.0 0 308.7108969461911 226.0
2390.0 563.0 0 298.2311805841218 226.0
2411.0 563.0 0 287.75146422205245 226.0
2433.0 563.0 0 277.2717478599832 227.0
2454.0 561.0 0 266.79203149791385 227.0
2475.0 561.0 0 256.3123151358445 227.0
2496.0 561.0 0 245.83259877377526 228.0
2518.0 560.0 0 235.35288241170593 228.0
2539.0 560.0 0 224.87316604963664 228.0
2560.0 560.0 0 214.39344968756734 229.0
2615.0 333.0 0 203.91373332549801 230.0
2636.0 314.0 0 193.43401696342875 231.0
2658.0 316.0 0 182.95430060135942 232.0
2680.0 315.0 0 172.47458423929012 233.0
2701.0 357.0 500 161.9948678772208 233.0
2721.0 562.0 0 151.5151515151515 234.0
2743.0 564.0 0 149.43208491595587 235.0
2764.0 565.0 0 147.34901831676024 236.0
2785.0 563.0 0 145.2659517175646 236.0
2806.0 565.0 0 143.18288511836897 237.0
2828.0 562.0 0 141.09981851917334 238.0
2849.0 564.0 0 139.0167519199777 238.0
2870.0 562.0 0 136.93368532078208 239.0
2891.0 561.0 0 134.85061872158644 240.0
2913.0 561.0 0 132.7675521223908 241.0
2934.0 560.0 0 130.68448552319518 241.0
2955.0 562.0 0 128.60141892399955 242.0
2976.0 563.0 0 126.51835232480393 243.0
2998.0 562.0 0 124.4352857256083 243.0
3019.0 563.0 0 122.35221912641266 244.0
3040.0 562.0 0 120.26915252721703 245.0
3061.0 562.0 0 118.1860859280214 245.0
3102.0 561.0 0 116.10301932882577 245.0
3124.0 343.0 0 114.01995272963015 245.0
3145.0 299.0 0 111.93688613043452 245.0
3167.0 308.0 0 109.85381953123888 245.0
3187.0 306.0 0 107.77075293204325 245.0
3209.0 301.0 0 105.68768633284762 245.0
3230.0 279.0 0 103.60461973365199 245.0
3252.0 276.0 0 101.52155313445635 245.0
3272.0 228.0 0 99.43848653526072 245.0
3294.0 203.0 0 97.35541993606509 245.0
3315.0 202.0 0 95.27235333686946 244.0
3337.0 238.0 0 93.18928673767383 244.0
3357.0 256.0 0 91.10622013847819 244.0
3379.0 283.0 0 89.02315353928256 244.0
3400.0 313.0 0 86.94008694008694 244.0
3422.0 306.0 0 84.8570203408913 244.0
3442.0 278.0 0 82.77395374169568 244.0
3464.0 272.0 0 80.69088714250003 244.0
3485.0 233.0 0 78.60782054330441 244.0
3507.0 536.0 500 76.52475394410878 244.0
3527.0 565.0 0 74.44168734491315 244.0
3549.0 563.0 0 75.47667442208385 244.0
3570.0 563.0 0 76.51166149925454 243.0
3611.0 563.0 0 77.54664857642526 243.0
3633.0 362.0 0 78.58163565359595 243.0
3654.0 317.0 0 79.61662273076665 243.0
3675.0 319.0 0 80.65160980793735 243.0
3696.0 312.0 0 81.68659688510805 243.0
3718.0 316.0 0 82.72158396227876 243.0
3738.0 268.0 0 83.75657103944945 243.0
3760.0 268.0 0 84.79155811662015 243.0
3781.0 233.0 0 85.82654519379085 243.0
3803.0 229.0 0 86.86153227096155 243.0
3823.0 267.0 0 87.89651934813224 242.0
3845.0 192.0 0 88.93150642530296 242.0
3866.0 230.0 0 89.96649350247365 242.0
3888.0 241.0 0 91.00148057964435 242.0
3908.0 262.0 0 92.03646765681505 242.0
3930.0 236.0 0 93.07145473398575 242.0
3951.0 224.0 0 94.10644181115646 242.0
3973.0 260.0 0 95.14142888832716 242.0
3993.0 294.0 0 96.17641596549785 242.0
4015.0 394.0 0 97.21140304266855 242.0
4036.0 160.0 0 98.24639011983925 242.0
4058.0 160.0 0 99.28137719700996 242.0
4099.0 550.0 500 100.31636427418066 242.0
4120.0 343.0 0 101.35135135135135 242.0
4141.0 320.0 0 102.079998519574 242.0
4162.0 329.0 0 102.80864568779667 242.0
4184.0 314.0 0 103.53729285601932 242.0
4205.0 332.0 0 104.26594002424198 242.0
4226.0 246.0 0 104.99458719246464 242.0
4247.0 269.0 0 105.72323436068729 242.0
4269.0 237.0 0 106.45188152890995 242.0
4289.0 251.0 0 107.1805286971326 242.0
4311.0 259.0 0 107.90917586535527 243.0
4332.0 268.0 0 108.63782303357792 243.0
