timeDeltas	HMD	RightTracker	LeftTracker
70290	0,057 1,661 0,191 0,072 -0,288 0,011 0,955	0,155 0,890 0,472 0,516 0,085 -0,341 0,781	-0,166 1,143 0,414 -0,027 -0,050 0,040 0,998
70319	0,059 1,662 0,190 0,072 -0,294 0,010 0,953	0,154 0,911 0,483 0,497 0,048 -0,304 0,811	-0,163 1,158 0,412 -0,054 -0,049 0,042 0,996
70328	0,067 1,664 0,188 0,071 -0,307 0,009 0,949	0,152 0,981 0,512 0,399 -0,052 -0,181 0,897	-0,155 1,190 0,405 -0,116 -0,046 0,055 0,991
70341	0,068 1,663 0,188 0,071 -0,309 0,008 0,948	0,150 1,000 0,518 0,360 -0,074 -0,149 0,918	-0,154 1,197 0,403 -0,128 -0,047 0,059 0,989
70353	0,069 1,662 0,188 0,071 -0,308 0,007 0,949	0,150 1,003 0,519 0,343 -0,073 -0,147 0,925	-0,154 1,197 0,402 -0,125 -0,048 0,061 0,989
70374	0,072 1,662 0,187 0,073 -0,314 0,005 0,947	0,146 1,055 0,531 0,226 -0,126 -0,076 0,963	-0,149 1,211 0,395 -0,162 -0,055 0,066 0,983
70392	0,073 1,661 0,187 0,075 -0,314 0,005 0,947	0,144 1,068 0,532 0,190 -0,141 -0,067 0,969	-0,148 1,213 0,393 -0,168 -0,058 0,066 0,982
70406	0,077 1,657 0,186 0,086 -0,319 0,004 0,944	0,136 1,143 0,528 -0,026 -0,227 0,022 0,973	-0,140 1,222 0,380 -0,215 -0,055 0,067 0,973
70460	0,078 1,655 0,186 0,093 -0,320 0,004 0,943	0,136 1,167 0,520 -0,114 -0,238 0,047 0,963	-0,136 1,223 0,376 -0,226 -0,046 0,065 0,971
70468	0,078 1,641 0,187 0,142 -0,325 0,010 0,935	0,142 1,228 0,475 -0,366 -0,201 0,174 0,892	-0,114 1,205 0,368 -0,201 0,057 0,066 0,976
70515	0,078 1,641 0,187 0,142 -0,325 0,010 0,935	0,142 1,228 0,475 -0,366 -0,201 0,174 0,892	-0,114 1,205 0,368 -0,201 0,057 0,066 0,976
70541	0,075 1,620 0,186 0,223 -0,333 0,028 0,916	0,152 1,247 0,466 -0,371 -0,019 0,289 0,882	-0,100 1,165 0,366 -0,069 0,177 0,049 0,980
70571	0,074 1,606 0,184 0,271 -0,339 0,040 0,900	0,158 1,244 0,466 -0,314 0,065 0,336 0,886	-0,111 1,147 0,363 -0,062 0,153 0,061 0,984
70600	0,071 1,595 0,181 0,331 -0,347 0,056 0,876	0,164 1,229 0,467 -0,238 0,114 0,392 0,882	-0,122 1,120 0,356 -0,034 0,161 0,050 0,985
70609	0,069 1,588 0,180 0,366 -0,352 0,067 0,859	0,165 1,211 0,466 -0,173 0,128 0,429 0,877	-0,134 1,098 0,352 0,009 0,164 0,034 0,986
70623	0,067 1,584 0,180 0,381 -0,355 0,072 0,851	0,165 1,197 0,466 -0,124 0,105 0,446 0,880	-0,142 1,087 0,349 0,016 0,157 0,030 0,987
70653	0,066 1,583 0,180 0,392 -0,357 0,075 0,845	0,160 1,185 0,469 -0,079 0,054 0,446 0,890	-0,151 1,077 0,346 0,016 0,144 0,026 0,989
70661	0,063 1,576 0,179 0,417 -0,361 0,083 0,830	0,155 1,163 0,474 -0,017 0,026 0,432 0,902	-0,168 1,056 0,340 0,036 0,130 0,014 0,991
70670	0,057 1,566 0,178 0,444 -0,365 0,091 0,813	0,144 1,142 0,474 0,024 -0,030 0,375 0,926	-0,189 1,031 0,332 0,063 0,109 -0,001 0,992
70678	0,057 1,566 0,178 0,444 -0,365 0,091 0,813	0,144 1,142 0,474 0,024 -0,030 0,375 0,926	-0,189 1,031 0,332 0,063 0,109 -0,001 0,992
70691	0,055 1,564 0,179 0,450 -0,367 0,093 0,809	0,141 1,136 0,472 0,012 -0,054 0,307 0,950	-0,201 1,017 0,326 0,081 0,093 -0,013 0,992
70699	0,053 1,561 0,179 0,457 -0,368 0,095 0,804	0,140 1,130 0,471 0,020 -0,064 0,283 0,957	-0,209 1,007 0,321 0,091 0,085 -0,020 0,992
70708	0,049 1,556 0,178 0,471 -0,369 0,098 0,795	0,141 1,117 0,467 0,040 -0,070 0,256 0,963	-0,227 0,984 0,310 0,118 0,069 -0,040 0,990
70717	0,047 1,555 0,179 0,476 -0,369 0,099 0,792	0,143 1,113 0,464 0,042 -0,059 0,276 0,959	-0,238 0,971 0,302 0,138 0,065 -0,055 0,987
70776	0,045 1,554 0,179 0,478 -0,369 0,100 0,790	0,142 1,106 0,463 0,043 -0,049 0,307 0,949	-0,247 0,960 0,296 0,156 0,062 -0,068 0,983
70786	-0,081 1,403 0,216 0,490 -0,370 0,108 0,782	0,128 1,083 0,452 0,049 -0,115 0,324 0,938	-0,313 0,905 0,251 0,237 -0,049 -0,119 0,963
70798	-0,081 1,401 0,215 0,492 -0,369 0,109 0,781	0,127 1,080 0,449 0,052 -0,123 0,313 0,940	-0,326 0,895 0,237 0,251 -0,077 -0,132 0,956
70865	0,024 1,539 0,179 0,494 -0,366 0,110 0,781	0,125 1,076 0,447 0,058 -0,131 0,298 0,944	-0,335 0,887 0,225 0,264 -0,094 -0,144 0,949
70873	0,007 1,532 0,181 0,504 -0,366 0,116 0,773	0,111 1,058 0,435 0,106 -0,182 0,231 0,950	-0,387 0,848 0,152 0,341 -0,144 -0,187 0,910
70880	0,004 1,531 0,181 0,505 -0,366 0,116 0,773	0,109 1,058 0,433 0,098 -0,187 0,227 0,951	-0,395 0,844 0,138 0,358 -0,165 -0,187 0,900
70888	0,004 1,531 0,181 0,505 -0,366 0,116 0,773	0,109 1,058 0,433 0,098 -0,187 0,227 0,951	-0,395 0,844 0,138 0,358 -0,165 -0,187 0,900
70904	0,001 1,530 0,181 0,507 -0,366 0,117 0,772	0,107 1,059 0,431 0,090 -0,194 0,225 0,951	-0,403 0,841 0,123 0,373 -0,181 -0,186 0,891
70919	-0,003 1,528 0,179 0,509 -0,366 0,120 0,770	0,100 1,059 0,428 0,080 -0,212 0,219 0,949	-0,414 0,838 0,100 0,387 -0,195 -0,183 0,882
70929	-0,006 1,528 0,179 0,511 -0,366 0,122 0,768	0,096 1,060 0,426 0,078 -0,227 0,213 0,947	-0,419 0,838 0,089 0,384 -0,197 -0,179 0,884
70950	-0,007 1,527 0,179 0,512 -0,367 0,123 0,767	0,093 1,060 0,424 0,079 -0,243 0,206 0,945	-0,425 0,839 0,079 0,381 -0,204 -0,174 0,885
70958	-0,011 1,526 0,178 0,515 -0,367 0,126 0,764	0,087 1,064 0,423 0,082 -0,261 0,193 0,942	-0,439 0,844 0,060 0,385 -0,239 -0,160 0,877
70966	-0,011 1,526 0,178 0,515 -0,367 0,126 0,764	0,087 1,064 0,423 0,082 -0,261 0,193 0,942	-0,439 0,844 0,060 0,385 -0,239 -0,160 0,877
70975	-0,013 1,526 0,177 0,515 -0,367 0,127 0,764	0,085 1,066 0,423 0,081 -0,267 0,185 0,942	-0,445 0,847 0,052 0,387 -0,260 -0,151 0,871
71019	-0,013 1,526 0,177 0,515 -0,367 0,127 0,764	0,085 1,066 0,423 0,081 -0,267 0,185 0,942	-0,445 0,847 0,052 0,387 -0,260 -0,151 0,871
71036	-0,013 1,526 0,177 0,515 -0,367 0,127 0,764	0,085 1,066 0,423 0,081 -0,267 0,184 0,942	-0,446 0,848 0,052 0,388 -0,262 -0,151 0,871
71048	-0,021 1,527 0,175 0,518 -0,369 0,132 0,760	0,067 1,087 0,420 0,043 -0,324 0,163 0,931	-0,476 0,901 0,019 0,301 -0,351 -0,070 0,884
71066	-0,022 1,527 0,175 0,517 -0,370 0,131 0,760	0,064 1,093 0,418 0,033 -0,337 0,150 0,929	-0,481 0,911 0,017 0,282 -0,363 -0,058 0,886
71081	-0,022 1,527 0,175 0,517 -0,370 0,131 0,760	0,064 1,093 0,418 0,033 -0,337 0,150 0,929	-0,481 0,911 0,017 0,282 -0,363 -0,058 0,886
71098	-0,025 1,534 0,171 0,514 -0,375 0,131 0,760	0,054 1,130 0,421 0,000 -0,359 0,070 0,931	-0,494 0,982 0,017 0,194 -0,428 0,007 0,883
71111	-0,025 1,535 0,171 0,513 -0,375 0,131 0,761	0,052 1,139 0,421 -0,011 -0,359 0,058 0,931	-0,495 0,997 0,019 0,186 -0,430 0,018 0,883
71129	-0,025 1,535 0,171 0,512 -0,376 0,130 0,762	0,052 1,144 0,421 -0,018 -0,360 0,057 0,931	-0,496 1,005 0,021 0,183 -0,429 0,020 0,884
71161	-0,024 1,538 0,172 0,509 -0,376 0,129 0,764	0,051 1,159 0,421 -0,041 -0,363 0,055 0,929	-0,496 1,033 0,026 0,163 -0,440 0,022 0,883
71170	-0,024 1,544 0,171 0,500 -0,379 0,127 0,768	0,049 1,188 0,418 -0,104 -0,350 0,046 0,930	-0,489 1,089 0,040 0,101 -0,462 -0,007 0,881
71185	-0,023 1,545 0,170 0,497 -0,381 0,125 0,770	0,046 1,196 0,416 -0,123 -0,350 0,051 0,927	-0,484 1,105 0,045 0,081 -0,453 -0,023 0,888
71196	-0,023 1,547 0,170 0,494 -0,383 0,123 0,771	0,046 1,200 0,414 -0,128 -0,354 0,059 0,925	-0,479 1,119 0,050 0,064 -0,434 -0,042 0,898
71208	-0,022 1,549 0,169 0,491 -0,384 0,122 0,773	0,045 1,204 0,412 -0,129 -0,359 0,069 0,922	-0,473 1,135 0,057 0,050 -0,406 -0,066 0,910
71229	-0,021 1,550 0,169 0,488 -0,386 0,121 0,773	0,045 1,208 0,412 -0,130 -0,362 0,075 0,920	-0,468 1,149 0,064 0,044 -0,386 -0,085 0,918
71237	-0,020 1,550 0,170 0,486 -0,387 0,119 0,774	0,044 1,214 0,411 -0,127 -0,363 0,080 0,920	-0,465 1,164 0,073 0,046 -0,383 -0,106 0,917
71246	-0,017 1,556 0,169 0,480 -0,390 0,116 0,777	0,046 1,228 0,410 -0,141 -0,362 0,083 0,918	-0,454 1,198 0,089 0,023 -0,375 -0,140 0,916
71256	-0,016 1,558 0,169 0,477 -0,391 0,115 0,779	0,047 1,233 0,409 -0,147 -0,357 0,076 0,919	-0,450 1,207 0,093 0,017 -0,388 -0,144 0,910
71268	-0,016 1,558 0,169 0,477 -0,391 0,115 0,779	0,047 1,233 0,409 -0,147 -0,357 0,076 0,919	-0,450 1,207 0,093 0,017 -0,388 -0,144 0,910
71285	-0,013 1,562 0,169 0,470 -0,392 0,112 0,783	0,050 1,249 0,408 -0,173 -0,338 0,058 0,923	-0,437 1,234 0,103 0,000 -0,415 -0,158 0,896
71308	-0,011 1,565 0,170 0,466 -0,393 0,110 0,785	0,052 1,258 0,407 -0,192 -0,324 0,052 0,925	-0,427 1,248 0,110 -0,011 -0,423 -0,166 0,891
71331	-0,009 1,566 0,170 0,462 -0,392 0,108 0,788	0,054 1,266 0,405 -0,208 -0,312 0,051 0,926	-0,417 1,262 0,118 -0,026 -0,417 -0,175 0,892
71358	-0,004 1,572 0,170 0,452 -0,392 0,103 0,794	0,057 1,280 0,403 -0,225 -0,299 0,038 0,926	-0,395 1,284 0,136 -0,049 -0,405 -0,192 0,892
71369	0,003 1,579 0,172 0,437 -0,390 0,097 0,805	0,062 1,297 0,402 -0,231 -0,269 0,019 0,935	-0,359 1,311 0,165 -0,066 -0,380 -0,196 0,902
71377	0,007 1,584 0,173 0,429 -0,387 0,094 0,811	0,064 1,306 0,402 -0,232 -0,251 0,010 0,940	-0,339 1,322 0,182 -0,076 -0,367 -0,192 0,907
71386	0,007 1,584 0,173 0,429 -0,387 0,094 0,811	0,064 1,306 0,402 -0,232 -0,251 0,010 0,940	-0,339 1,322 0,182 -0,076 -0,367 -0,192 0,907
71403	0,010 1,586 0,173 0,424 -0,386 0,091 0,814	0,064 1,311 0,402 -0,230 -0,243 0,004 0,942	-0,329 1,326 0,190 -0,080 -0,361 -0,184 0,911
71410	0,015 1,589 0,174 0,416 -0,383 0,086 0,820	0,066 1,323 0,404 -0,239 -0,221 -0,016 0,945	-0,302 1,337 0,209 -0,088 -0,342 -0,161 0,922
71420	0,017 1,591 0,174 0,412 -0,381 0,084 0,823	0,067 1,327 0,404 -0,247 -0,209 -0,024 0,946	-0,290 1,341 0,217 -0,095 -0,329 -0,153 0,927
71433	0,020 1,592 0,174 0,409 -0,378 0,081 0,827	0,068 1,332 0,405 -0,256 -0,194 -0,031 0,947	-0,277 1,345 0,224 -0,107 -0,313 -0,148 0,932
71442	0,023 1,594 0,175 0,406 -0,375 0,078 0,830	0,069 1,337 0,405 -0,264 -0,179 -0,036 0,947	-0,264 1,349 0,232 -0,124 -0,296 -0,146 0,936
71454	0,023 1,593 0,175 0,404 -0,373 0,078 0,831	0,069 1,338 0,405 -0,269 -0,172 -0,035 0,947	-0,259 1,351 0,235 -0,135 -0,286 -0,148 0,937
71462	0,028 1,596 0,177 0,397 -0,367 0,074 0,838	0,070 1,345 0,406 -0,281 -0,146 -0,042 0,948	-0,234 1,357 0,249 -0,160 -0,256 -0,144 0,942
71473	0,028 1,596 0,177 0,397 -0,367 0,074 0,838	0,070 1,345 0,406 -0,281 -0,146 -0,042 0,948	-0,234 1,357 0,249 -0,160 -0,256 -0,144 0,942
71486	0,034 1,599 0,178 0,389 -0,357 0,070 0,847	0,069 1,352 0,406 -0,294 -0,118 -0,043 0,948	-0,203 1,363 0,266 -0,193 -0,217 -0,140 0,947
71513	0,037 1,600 0,178 0,385 -0,352 0,068 0,851	0,068 1,355 0,406 -0,298 -0,109 -0,042 0,947	-0,191 1,365 0,273 -0,204 -0,201 -0,137 0,948
71534	0,044 1,603 0,179 0,375 -0,338 0,063 0,861	0,063 1,363 0,405 -0,312 -0,092 -0,039 0,945	-0,160 1,367 0,291 -0,223 -0,159 -0,125 0,954
71574	0,050 1,606 0,178 0,366 -0,323 0,060 0,871	0,059 1,371 0,403 -0,334 -0,088 -0,042 0,937	-0,133 1,370 0,307 -0,231 -0,127 -0,109 0,959
71591	0,064 1,611 0,178 0,351 -0,292 0,054 0,888	0,052 1,385 0,400 -0,406 -0,072 -0,013 0,911	-0,087 1,371 0,334 -0,220 -0,099 -0,073 0,968
71604	0,066 1,611 0,179 0,349 -0,288 0,054 0,890	0,052 1,388 0,399 -0,418 -0,062 -0,006 0,906	-0,078 1,371 0,337 -0,230 -0,090 -0,070 0,966
71615	0,073 1,614 0,179 0,341 -0,273 0,051 0,898	0,050 1,392 0,405 -0,436 -0,039 -0,002 0,899	-0,059 1,372 0,348 -0,239 -0,061 -0,061 0,967
71624	0,075 1,615 0,179 0,338 -0,268 0,050 0,901	0,052 1,393 0,409 -0,435 -0,016 -0,006 0,900	-0,050 1,372 0,355 -0,238 -0,045 -0,056 0,969
71633	0,078 1,617 0,179 0,333 -0,261 0,047 0,905	0,058 1,394 0,412 -0,425 0,012 -0,008 0,905	-0,040 1,372 0,361 -0,233 -0,031 -0,051 0,971
71670	0,078 1,617 0,179 0,333 -0,261 0,047 0,905	0,058 1,394 0,412 -0,425 0,012 -0,008 0,905	-0,040 1,372 0,361 -0,233 -0,031 -0,051 0,971
71694	0,088 1,621 0,178 0,320 -0,236 0,039 0,917	0,088 1,401 0,417 -0,402 0,123 -0,024 0,907	-0,008 1,375 0,375 -0,222 0,008 -0,046 0,974
71722	0,093 1,623 0,177 0,314 -0,225 0,034 0,922	0,105 1,402 0,418 -0,403 0,171 -0,069 0,896	0,007 1,378 0,378 -0,244 0,028 -0,067 0,967
71735	0,097 1,624 0,177 0,308 -0,216 0,031 0,926	0,119 1,403 0,422 -0,390 0,202 -0,101 0,893	0,020 1,382 0,382 -0,261 0,040 -0,099 0,959
71746	0,099 1,624 0,177 0,305 -0,212 0,031 0,928	0,125 1,404 0,424 -0,380 0,215 -0,113 0,892	0,026 1,383 0,384 -0,265 0,040 -0,117 0,956
71774	0,101 1,625 0,176 0,303 -0,209 0,029 0,929	0,130 1,405 0,426 -0,371 0,224 -0,120 0,893	0,031 1,384 0,386 -0,268 0,038 -0,130 0,954
71782	0,107 1,628 0,176 0,297 -0,198 0,025 0,934	0,140 1,408 0,433 -0,341 0,221 -0,129 0,904	0,046 1,383 0,394 -0,275 0,029 -0,170 0,946
71820	0,108 1,629 0,175 0,295 -0,195 0,023 0,935	0,142 1,409 0,435 -0,336 0,212 -0,127 0,909	0,043 1,383 0,398 -0,266 0,029 -0,185 0,946
71837	0,112 1,629 0,174 0,289 -0,189 0,021 0,938	0,144 1,414 0,440 -0,341 0,184 -0,115 0,915	0,057 1,384 0,399 -0,254 0,024 -0,208 0,944
71874	0,117 1,632 0,173 0,283 -0,181 0,018 0,942	0,148 1,423 0,441 -0,366 0,177 -0,094 0,909	0,067 1,390 0,394 -0,301 0,051 -0,200 0,931
71887	0,120 1,633 0,172 0,278 -0,177 0,015 0,944	0,153 1,429 0,442 -0,379 0,172 -0,090 0,905	0,078 1,393 0,382 -0,372 0,093 -0,186 0,905
71899	0,123 1,635 0,171 0,273 -0,173 0,013 0,946	0,159 1,432 0,441 -0,390 0,181 -0,089 0,898	0,083 1,395 0,374 -0,417 0,109 -0,178 0,885
71914	0,125 1,636 0,170 0,270 -0,171 0,012 0,948	0,166 1,436 0,439 -0,403 0,198 -0,085 0,889	0,090 1,398 0,372 -0,437 0,124 -0,184 0,872
71942	0,127 1,636 0,170 0,266 -0,168 0,011 0,949	0,171 1,439 0,440 -0,410 0,219 -0,074 0,882	0,098 1,401 0,377 -0,409 0,139 -0,227 0,873
71951	0,130 1,637 0,169 0,261 -0,165 0,009 0,951	0,179 1,439 0,439 -0,406 0,258 -0,054 0,875	0,105 1,406 0,369 -0,448 0,162 -0,230 0,849
71958	0,131 1,637 0,169 0,260 -0,165 0,009 0,951	0,181 1,439 0,438 -0,398 0,281 -0,047 0,872	0,109 1,406 0,369 -0,453 0,176 -0,227 0,844
71981	0,131 1,637 0,169 0,260 -0,165 0,009 0,951	0,181 1,440 0,440 -0,394 0,281 -0,042 0,874	0,107 1,410 0,367 -0,455 0,177 -0,215 0,846
72006	0,134 1,639 0,168 0,255 -0,162 0,006 0,953	0,188 1,443 0,439 -0,385 0,316 -0,019 0,867	0,118 1,409 0,368 -0,454 0,215 -0,204 0,840
72026	0,135 1,638 0,168 0,254 -0,161 0,005 0,954	0,187 1,445 0,439 -0,388 0,320 -0,013 0,864	0,121 1,411 0,368 -0,444 0,232 -0,199 0,842
72034	0,139 1,638 0,167 0,249 -0,157 0,001 0,956	0,188 1,454 0,434 -0,433 0,317 0,002 0,844	0,127 1,413 0,374 -0,406 0,277 -0,151 0,858
72065	0,139 1,638 0,167 0,249 -0,157 0,001 0,956	0,188 1,454 0,434 -0,433 0,317 0,002 0,844	0,127 1,413 0,374 -0,406 0,277 -0,151 0,858
72075	0,141 1,639 0,166 0,246 -0,154 -0,002 0,957	0,187 1,457 0,436 -0,438 0,305 0,013 0,846	0,121 1,412 0,379 -0,403 0,252 -0,128 0,871
72083	0,142 1,639 0,166 0,245 -0,153 -0,002 0,958	0,187 1,459 0,437 -0,433 0,303 0,016 0,849	0,120 1,412 0,380 -0,413 0,236 -0,121 0,871
72092	0,143 1,639 0,166 0,244 -0,152 -0,003 0,958	0,187 1,460 0,438 -0,432 0,300 0,020 0,850	0,117 1,412 0,381 -0,417 0,222 -0,112 0,874
72108	0,144 1,639 0,166 0,243 -0,152 -0,003 0,958	0,186 1,461 0,439 -0,431 0,301 0,026 0,850	0,113 1,412 0,381 -0,426 0,202 -0,094 0,877
72122	0,144 1,639 0,165 0,242 -0,152 -0,003 0,958	0,185 1,462 0,440 -0,428 0,301 0,034 0,851	0,108 1,408 0,380 -0,437 0,187 -0,068 0,877
72135	0,146 1,639 0,165 0,240 -0,151 -0,004 0,959	0,183 1,464 0,441 -0,427 0,299 0,041 0,852	0,109 1,411 0,379 -0,440 0,177 -0,044 0,879
72149	0,147 1,639 0,165 0,240 -0,150 -0,005 0,959	0,179 1,467 0,444 -0,427 0,286 0,047 0,856	0,115 1,412 0,377 -0,438 0,223 -0,014 0,871
72176	0,148 1,639 0,164 0,239 -0,149 -0,006 0,960	0,176 1,468 0,445 -0,425 0,279 0,048 0,860	0,109 1,415 0,381 -0,463 0,208 -0,005 0,861
72187	0,149 1,640 0,164 0,237 -0,149 -0,006 0,960	0,168 1,473 0,446 -0,438 0,248 0,056 0,862	0,105 1,417 0,372 -0,506 0,136 -0,039 0,851
72197	0,150 1,640 0,163 0,236 -0,148 -0,006 0,960	0,165 1,476 0,446 -0,444 0,231 0,061 0,863	0,099 1,419 0,373 -0,509 0,117 -0,048 0,851
72218	0,151 1,640 0,163 0,235 -0,148 -0,006 0,961	0,162 1,478 0,446 -0,454 0,210 0,065 0,864	0,101 1,420 0,373 -0,510 0,107 -0,047 0,852
72226	0,153 1,641 0,163 0,233 -0,148 -0,007 0,961	0,154 1,481 0,446 -0,469 0,190 0,068 0,860	0,096 1,422 0,375 -0,517 0,097 -0,049 0,849
72242	0,153 1,641 0,162 0,232 -0,149 -0,007 0,961	0,151 1,484 0,447 -0,474 0,185 0,069 0,858	0,095 1,424 0,377 -0,513 0,087 -0,037 0,853
72254	0,154 1,643 0,162 0,231 -0,149 -0,007 0,961	0,149 1,488 0,449 -0,480 0,184 0,070 0,855	0,093 1,425 0,380 -0,508 0,078 -0,015 0,858
72263	0,154 1,643 0,162 0,230 -0,149 -0,007 0,962	0,147 1,493 0,449 -0,489 0,182 0,068 0,850	0,089 1,426 0,383 -0,508 0,074 -0,002 0,858
72280	0,155 1,645 0,163 0,228 -0,149 -0,008 0,962	0,146 1,497 0,449 -0,500 0,178 0,064 0,845	0,086 1,429 0,384 -0,510 0,063 0,004 0,858
72317	0,156 1,647 0,163 0,225 -0,150 -0,009 0,963	0,144 1,504 0,450 -0,520 0,168 0,056 0,835	0,078 1,435 0,385 -0,514 0,035 0,027 0,857
72328	0,157 1,651 0,163 0,216 -0,153 -0,010 0,964	0,147 1,510 0,449 -0,536 0,153 0,037 0,830	0,060 1,437 0,385 -0,512 -0,010 0,083 0,855
72336	0,157 1,652 0,163 0,214 -0,155 -0,010 0,964	0,148 1,510 0,449 -0,536 0,150 0,033 0,830	0,057 1,435 0,386 -0,511 -0,004 0,115 0,852
72382	0,157 1,653 0,164 0,210 -0,157 -0,011 0,965	0,150 1,512 0,449 -0,541 0,137 0,023 0,829	0,050 1,435 0,388 -0,504 -0,002 0,164 0,848
72416	0,158 1,659 0,164 0,192 -0,167 -0,014 0,967	0,158 1,510 0,451 -0,530 0,106 0,021 0,841	0,037 1,437 0,385 -0,513 -0,002 0,202 0,834
72465	0,158 1,661 0,163 0,177 -0,175 -0,017 0,968	0,167 1,504 0,442 -0,534 0,097 0,022 0,840	0,023 1,438 0,378 -0,523 -0,052 0,191 0,829
72482	0,157 1,664 0,163 0,162 -0,187 -0,017 0,969	0,181 1,501 0,424 -0,594 0,051 -0,013 0,803	-0,006 1,443 0,369 -0,548 -0,086 0,196 0,809
72495	0,157 1,665 0,163 0,159 -0,191 -0,016 0,969	0,184 1,499 0,420 -0,599 0,043 -0,014 0,800	-0,013 1,445 0,367 -0,550 -0,095 0,195 0,807
72511	0,157 1,666 0,163 0,151 -0,198 -0,015 0,968	0,189 1,496 0,415 -0,617 0,029 -0,012 0,787	-0,027 1,448 0,363 -0,556 -0,114 0,197 0,800
72560	0,156 1,667 0,163 0,146 -0,202 -0,015 0,968	0,192 1,493 0,411 -0,626 0,024 -0,006 0,779	-0,033 1,449 0,361 -0,561 -0,123 0,194 0,795
72588	0,155 1,670 0,164 0,131 -0,220 -0,015 0,966	0,195 1,463 0,415 -0,592 0,011 0,097 0,800	-0,059 1,460 0,349 -0,570 -0,159 0,152 0,792
72619	0,155 1,670 0,164 0,128 -0,225 -0,016 0,966	0,198 1,453 0,417 -0,576 0,006 0,123 0,808	-0,064 1,460 0,346 -0,570 -0,165 0,143 0,792
72669	0,155 1,671 0,165 0,122 -0,232 -0,016 0,965	0,206 1,430 0,422 -0,531 -0,011 0,160 0,832	-0,073 1,460 0,341 -0,569 -0,179 0,132 0,792
72687	0,154 1,672 0,168 0,118 -0,240 -0,018 0,963	0,223 1,395 0,428 -0,438 -0,051 0,127 0,888	-0,076 1,455 0,342 -0,552 -0,168 0,108 0,809
72700	0,154 1,672 0,169 0,118 -0,241 -0,018 0,963	0,230 1,389 0,427 -0,437 -0,052 0,091 0,893	-0,076 1,454 0,342 -0,551 -0,163 0,102 0,812
72716	0,154 1,671 0,168 0,118 -0,241 -0,018 0,963	0,233 1,386 0,426 -0,443 -0,046 0,073 0,892	-0,076 1,454 0,341 -0,553 -0,162 0,101 0,811
72728	0,154 1,671 0,169 0,117 -0,244 -0,019 0,963	0,241 1,369 0,422 -0,427 -0,034 0,031 0,903	-0,076 1,449 0,341 -0,553 -0,156 0,090 0,813
72741	0,154 1,671 0,169 0,116 -0,244 -0,019 0,963	0,244 1,360 0,423 -0,417 -0,040 0,029 0,908	-0,076 1,447 0,340 -0,555 -0,154 0,086 0,813
72794	0,154 1,671 0,170 0,116 -0,245 -0,019 0,962	0,244 1,356 0,423 -0,407 -0,042 0,035 0,912	-0,077 1,445 0,340 -0,557 -0,154 0,085 0,812
72804	0,154 1,670 0,170 0,116 -0,247 -0,020 0,962	0,237 1,334 0,419 -0,385 -0,068 0,023 0,920	-0,078 1,435 0,340 -0,553 -0,161 0,100 0,811
72824	0,154 1,670 0,171 0,115 -0,247 -0,020 0,962	0,235 1,328 0,414 -0,389 -0,084 0,014 0,917	-0,080 1,429 0,343 -0,548 -0,165 0,115 0,812
72855	0,154 1,670 0,171 0,115 -0,248 -0,020 0,962	0,232 1,323 0,410 -0,401 -0,101 0,015 0,911	-0,083 1,423 0,346 -0,539 -0,171 0,132 0,814
72900	0,154 1,670 0,171 0,115 -0,248 -0,020 0,962	0,232 1,320 0,409 -0,401 -0,089 0,022 0,912	-0,085 1,419 0,349 -0,529 -0,180 0,141 0,817
72924	0,154 1,670 0,172 0,114 -0,250 -0,020 0,961	0,219 1,310 0,402 -0,405 -0,072 0,054 0,910	-0,092 1,407 0,358 -0,490 -0,212 0,208 0,820
72964	0,154 1,670 0,172 0,114 -0,250 -0,020 0,961	0,216 1,312 0,401 -0,414 -0,052 0,045 0,908	-0,093 1,405 0,360 -0,484 -0,211 0,241 0,814
72986	0,154 1,670 0,171 0,114 -0,249 -0,023 0,961	0,218 1,310 0,400 -0,424 -0,003 0,004 0,906	-0,096 1,402 0,363 -0,481 -0,212 0,310 0,792
73017	0,154 1,670 0,170 0,115 -0,249 -0,025 0,962	0,210 1,300 0,405 -0,410 0,085 -0,016 0,908	-0,095 1,402 0,366 -0,466 -0,216 0,412 0,753
73027	0,155 1,670 0,168 0,114 -0,249 -0,025 0,962	0,187 1,279 0,413 -0,352 0,148 0,011 0,924	-0,082 1,407 0,371 -0,460 -0,204 0,475 0,721
73036	0,155 1,670 0,168 0,114 -0,249 -0,025 0,962	0,187 1,279 0,413 -0,352 0,148 0,011 0,924	-0,082 1,407 0,371 -0,460 -0,204 0,475 0,721
73053	0,155 1,670 0,168 0,115 -0,249 -0,026 0,961	0,175 1,272 0,416 -0,329 0,148 0,011 0,933	-0,076 1,410 0,373 -0,457 -0,193 0,484 0,721
73073	0,156 1,669 0,167 0,115 -0,248 -0,027 0,961	0,159 1,266 0,418 -0,303 0,127 -0,007 0,944	-0,069 1,415 0,375 -0,454 -0,178 0,485 0,726
73094	0,156 1,670 0,165 0,116 -0,248 -0,029 0,961	0,127 1,255 0,416 -0,279 0,093 -0,029 0,955	-0,053 1,427 0,378 -0,452 -0,156 0,491 0,729
73103	0,157 1,670 0,163 0,115 -0,248 -0,030 0,962	0,106 1,252 0,408 -0,288 0,074 -0,026 0,955	-0,041 1,436 0,379 -0,453 -0,133 0,486 0,736
