timeDeltas	HMD	RightTracker	LeftTracker
128762	0,133 1,674 0,276 0,042 -0,471 0,027 0,881	0,037 1,139 0,584 -0,180 -0,363 -0,094 0,909	-0,115 1,186 0,343 -0,286 -0,407 -0,151 0,854
128768	0,133 1,674 0,276 0,042 -0,471 0,027 0,881	0,037 1,139 0,584 -0,180 -0,363 -0,094 0,909	-0,115 1,186 0,343 -0,286 -0,407 -0,151 0,854
128775	0,133 1,674 0,276 0,042 -0,471 0,027 0,881	0,037 1,139 0,584 -0,180 -0,363 -0,094 0,909	-0,115 1,186 0,343 -0,286 -0,407 -0,151 0,854
128797	0,133 1,674 0,276 0,042 -0,471 0,027 0,881	0,037 1,139 0,584 -0,180 -0,363 -0,094 0,909	-0,115 1,186 0,343 -0,286 -0,407 -0,151 0,854
128807	0,133 1,674 0,275 0,042 -0,468 0,027 0,882	0,038 1,139 0,584 -0,181 -0,361 -0,093 0,910	-0,115 1,185 0,344 -0,286 -0,406 -0,152 0,854
128835	0,133 1,674 0,275 0,042 -0,468 0,027 0,882	0,038 1,139 0,584 -0,181 -0,361 -0,093 0,910	-0,115 1,185 0,344 -0,286 -0,406 -0,152 0,854
128848	0,132 1,673 0,277 0,042 -0,468 0,027 0,882	0,039 1,139 0,583 -0,181 -0,362 -0,093 0,910	-0,115 1,185 0,344 -0,286 -0,406 -0,151 0,854
128854	0,132 1,673 0,277 0,042 -0,468 0,027 0,882	0,039 1,139 0,583 -0,181 -0,362 -0,093 0,910	-0,115 1,185 0,344 -0,286 -0,406 -0,151 0,854
128872	0,132 1,673 0,277 0,042 -0,468 0,027 0,882	0,039 1,139 0,583 -0,181 -0,362 -0,093 0,910	-0,115 1,185 0,344 -0,286 -0,406 -0,151 0,854
128884	0,133 1,673 0,275 0,042 -0,463 0,027 0,885	0,041 1,139 0,584 -0,183 -0,359 -0,091 0,911	-0,114 1,186 0,345 -0,288 -0,404 -0,150 0,855
128891	0,133 1,673 0,275 0,042 -0,463 0,027 0,885	0,041 1,139 0,584 -0,183 -0,359 -0,091 0,911	-0,114 1,186 0,345 -0,288 -0,404 -0,150 0,855
128909	0,133 1,673 0,275 0,042 -0,463 0,027 0,885	0,041 1,139 0,584 -0,183 -0,359 -0,091 0,911	-0,114 1,186 0,345 -0,288 -0,404 -0,150 0,855
128919	0,133 1,673 0,275 0,044 -0,460 0,027 0,887	0,042 1,140 0,584 -0,183 -0,357 -0,091 0,911	-0,114 1,186 0,345 -0,289 -0,403 -0,148 0,855
128943	0,133 1,673 0,275 0,044 -0,460 0,027 0,887	0,042 1,140 0,584 -0,183 -0,357 -0,091 0,911	-0,114 1,186 0,345 -0,289 -0,403 -0,148 0,855
128957	0,133 1,673 0,275 0,044 -0,460 0,027 0,887	0,042 1,140 0,584 -0,183 -0,357 -0,091 0,911	-0,114 1,186 0,345 -0,289 -0,403 -0,148 0,855
128973	0,132 1,672 0,275 0,046 -0,456 0,027 0,889	0,042 1,140 0,584 -0,184 -0,357 -0,091 0,911	-0,113 1,186 0,346 -0,291 -0,401 -0,148 0,856
128987	0,132 1,672 0,275 0,046 -0,456 0,027 0,889	0,042 1,140 0,584 -0,184 -0,357 -0,091 0,911	-0,113 1,186 0,346 -0,291 -0,401 -0,148 0,856
129026	0,132 1,672 0,275 0,046 -0,456 0,027 0,889	0,042 1,140 0,584 -0,184 -0,357 -0,091 0,911	-0,113 1,186 0,346 -0,291 -0,401 -0,148 0,856
129033	0,132 1,672 0,276 0,047 -0,452 0,027 0,891	0,042 1,141 0,584 -0,185 -0,357 -0,090 0,911	-0,112 1,187 0,346 -0,293 -0,400 -0,147 0,856
129074	0,132 1,672 0,276 0,047 -0,452 0,027 0,891	0,042 1,141 0,584 -0,185 -0,357 -0,090 0,911	-0,112 1,187 0,346 -0,293 -0,400 -0,147 0,856
129082	0,132 1,670 0,277 0,048 -0,445 0,028 0,894	0,043 1,141 0,583 -0,187 -0,356 -0,090 0,911	-0,110 1,188 0,347 -0,299 -0,396 -0,144 0,856
129113	0,132 1,670 0,277 0,048 -0,445 0,028 0,894	0,043 1,141 0,583 -0,187 -0,356 -0,090 0,911	-0,110 1,188 0,347 -0,299 -0,396 -0,144 0,856
129127	0,133 1,669 0,278 0,049 -0,439 0,027 0,897	0,043 1,141 0,583 -0,189 -0,356 -0,091 0,911	-0,109 1,188 0,347 -0,300 -0,394 -0,139 0,858
129150	0,133 1,669 0,278 0,049 -0,439 0,027 0,897	0,043 1,141 0,583 -0,189 -0,356 -0,091 0,911	-0,109 1,188 0,347 -0,300 -0,394 -0,139 0,858
129186	0,134 1,666 0,279 0,050 -0,429 0,026 0,902	0,043 1,140 0,583 -0,191 -0,355 -0,092 0,911	-0,107 1,186 0,347 -0,301 -0,390 -0,137 0,859
129205	0,136 1,663 0,282 0,052 -0,418 0,025 0,907	0,043 1,138 0,583 -0,191 -0,355 -0,091 0,911	-0,106 1,184 0,346 -0,302 -0,389 -0,138 0,859
129217	0,136 1,663 0,282 0,052 -0,418 0,025 0,907	0,043 1,138 0,583 -0,191 -0,355 -0,091 0,911	-0,106 1,184 0,346 -0,302 -0,389 -0,138 0,859
129240	0,135 1,664 0,281 0,052 -0,421 0,025 0,905	0,043 1,139 0,583 -0,191 -0,355 -0,091 0,911	-0,107 1,185 0,346 -0,302 -0,390 -0,138 0,859
129251	0,135 1,664 0,281 0,052 -0,421 0,025 0,905	0,043 1,139 0,583 -0,191 -0,355 -0,091 0,911	-0,107 1,185 0,346 -0,302 -0,390 -0,138 0,859
129270	0,135 1,664 0,281 0,052 -0,421 0,025 0,905	0,043 1,139 0,583 -0,191 -0,355 -0,091 0,911	-0,107 1,185 0,346 -0,302 -0,390 -0,138 0,859
129289	0,135 1,659 0,286 0,055 -0,394 0,023 0,917	0,043 1,133 0,583 -0,191 -0,351 -0,089 0,912	-0,107 1,177 0,344 -0,297 -0,393 -0,135 0,860
129303	0,135 1,659 0,286 0,055 -0,394 0,023 0,917	0,043 1,133 0,583 -0,191 -0,351 -0,089 0,912	-0,107 1,177 0,344 -0,297 -0,393 -0,135 0,860
129325	0,134 1,659 0,285 0,055 -0,396 0,024 0,916	0,043 1,134 0,582 -0,191 -0,352 -0,090 0,912	-0,106 1,177 0,344 -0,296 -0,393 -0,135 0,860
129336	0,134 1,659 0,285 0,055 -0,396 0,024 0,916	0,043 1,134 0,582 -0,191 -0,352 -0,090 0,912	-0,106 1,177 0,344 -0,296 -0,393 -0,135 0,860
129361	0,134 1,659 0,285 0,055 -0,396 0,024 0,916	0,043 1,134 0,582 -0,191 -0,352 -0,090 0,912	-0,106 1,177 0,344 -0,296 -0,393 -0,135 0,860
129369	0,133 1,655 0,288 0,058 -0,379 0,022 0,923	0,042 1,128 0,581 -0,187 -0,350 -0,089 0,913	-0,106 1,171 0,340 -0,291 -0,393 -0,134 0,862
129377	0,133 1,655 0,288 0,058 -0,379 0,022 0,923	0,042 1,128 0,581 -0,187 -0,350 -0,089 0,913	-0,106 1,171 0,340 -0,291 -0,393 -0,134 0,862
129394	0,133 1,655 0,288 0,058 -0,379 0,022 0,923	0,042 1,128 0,581 -0,187 -0,350 -0,089 0,913	-0,106 1,171 0,340 -0,291 -0,393 -0,134 0,862
129401	0,132 1,654 0,289 0,060 -0,373 0,022 0,926	0,040 1,126 0,578 -0,185 -0,354 -0,087 0,913	-0,107 1,168 0,338 -0,288 -0,394 -0,134 0,862
129408	0,132 1,654 0,289 0,060 -0,373 0,022 0,926	0,040 1,126 0,578 -0,185 -0,354 -0,087 0,913	-0,107 1,168 0,338 -0,288 -0,394 -0,134 0,862
129431	0,132 1,654 0,289 0,060 -0,373 0,022 0,926	0,040 1,126 0,578 -0,185 -0,354 -0,087 0,913	-0,107 1,168 0,338 -0,288 -0,394 -0,134 0,862
129443	0,130 1,652 0,290 0,060 -0,369 0,023 0,927	0,038 1,124 0,576 -0,184 -0,359 -0,089 0,911	-0,108 1,167 0,336 -0,288 -0,396 -0,133 0,862
129451	0,130 1,652 0,290 0,060 -0,369 0,023 0,927	0,038 1,124 0,576 -0,184 -0,359 -0,089 0,911	-0,108 1,167 0,336 -0,288 -0,396 -0,133 0,862
129486	0,130 1,652 0,290 0,060 -0,369 0,023 0,927	0,038 1,124 0,576 -0,184 -0,359 -0,089 0,911	-0,108 1,167 0,336 -0,288 -0,396 -0,133 0,862
129494	0,128 1,651 0,291 0,060 -0,367 0,023 0,928	0,035 1,122 0,574 -0,183 -0,361 -0,086 0,910	-0,110 1,165 0,335 -0,286 -0,398 -0,133 0,861
129525	0,128 1,651 0,291 0,060 -0,367 0,023 0,928	0,035 1,122 0,574 -0,183 -0,361 -0,086 0,910	-0,110 1,165 0,335 -0,286 -0,398 -0,133 0,861
129532	0,128 1,651 0,291 0,061 -0,368 0,023 0,927	0,036 1,122 0,574 -0,183 -0,360 -0,087 0,911	-0,109 1,165 0,335 -0,286 -0,398 -0,133 0,861
129542	0,128 1,651 0,291 0,061 -0,368 0,023 0,927	0,036 1,122 0,574 -0,183 -0,360 -0,087 0,911	-0,109 1,165 0,335 -0,286 -0,398 -0,133 0,861
129570	0,123 1,651 0,290 0,064 -0,373 0,024 0,925	0,031 1,122 0,571 -0,182 -0,361 -0,089 0,910	-0,112 1,164 0,333 -0,284 -0,400 -0,134 0,861
129580	0,123 1,651 0,290 0,064 -0,373 0,024 0,925	0,031 1,122 0,571 -0,182 -0,361 -0,089 0,910	-0,112 1,164 0,333 -0,284 -0,400 -0,134 0,861
129587	0,123 1,651 0,290 0,064 -0,373 0,024 0,925	0,031 1,122 0,571 -0,182 -0,361 -0,089 0,910	-0,112 1,164 0,333 -0,284 -0,400 -0,134 0,861
129607	0,123 1,651 0,290 0,064 -0,373 0,024 0,925	0,031 1,122 0,571 -0,182 -0,361 -0,089 0,910	-0,112 1,164 0,333 -0,284 -0,400 -0,134 0,861
129617	0,121 1,651 0,290 0,065 -0,379 0,024 0,923	0,029 1,122 0,570 -0,181 -0,364 -0,089 0,909	-0,113 1,164 0,333 -0,283 -0,399 -0,135 0,861
129625	0,121 1,651 0,290 0,065 -0,379 0,024 0,923	0,029 1,122 0,570 -0,181 -0,364 -0,089 0,909	-0,113 1,164 0,333 -0,283 -0,399 -0,135 0,861
129637	0,121 1,651 0,290 0,065 -0,379 0,024 0,923	0,029 1,122 0,570 -0,181 -0,364 -0,089 0,909	-0,113 1,164 0,333 -0,283 -0,399 -0,135 0,861
129647	0,118 1,651 0,289 0,066 -0,386 0,025 0,920	0,025 1,122 0,568 -0,181 -0,367 -0,089 0,908	-0,116 1,165 0,332 -0,282 -0,400 -0,135 0,861
129655	0,118 1,651 0,289 0,066 -0,386 0,025 0,920	0,025 1,122 0,568 -0,181 -0,367 -0,089 0,908	-0,116 1,165 0,332 -0,282 -0,400 -0,135 0,861
129665	0,118 1,651 0,289 0,066 -0,386 0,025 0,920	0,025 1,122 0,568 -0,181 -0,367 -0,089 0,908	-0,116 1,165 0,332 -0,282 -0,400 -0,135 0,861
129691	0,118 1,651 0,289 0,066 -0,386 0,025 0,920	0,025 1,122 0,568 -0,181 -0,367 -0,089 0,908	-0,116 1,165 0,332 -0,282 -0,400 -0,135 0,861
129702	0,116 1,651 0,288 0,066 -0,390 0,026 0,918	0,023 1,122 0,567 -0,181 -0,370 -0,089 0,907	-0,118 1,167 0,331 -0,285 -0,401 -0,138 0,860
129717	0,116 1,651 0,288 0,066 -0,390 0,026 0,918	0,023 1,122 0,567 -0,181 -0,370 -0,089 0,907	-0,118 1,167 0,331 -0,285 -0,401 -0,138 0,860
129736	0,116 1,651 0,288 0,066 -0,390 0,026 0,918	0,023 1,122 0,567 -0,181 -0,370 -0,089 0,907	-0,118 1,167 0,331 -0,285 -0,401 -0,138 0,860
129754	0,115 1,652 0,287 0,066 -0,391 0,027 0,918	0,020 1,122 0,566 -0,181 -0,372 -0,088 0,906	-0,120 1,166 0,332 -0,282 -0,402 -0,141 0,859
129765	0,115 1,652 0,287 0,066 -0,391 0,027 0,918	0,020 1,122 0,566 -0,181 -0,372 -0,088 0,906	-0,120 1,166 0,332 -0,282 -0,402 -0,141 0,859
129783	0,115 1,652 0,287 0,066 -0,391 0,027 0,918	0,020 1,122 0,566 -0,181 -0,372 -0,088 0,906	-0,120 1,166 0,332 -0,282 -0,402 -0,141 0,859
129796	0,114 1,653 0,287 0,067 -0,391 0,027 0,918	0,018 1,124 0,564 -0,181 -0,374 -0,088 0,905	-0,122 1,167 0,329 -0,277 -0,407 -0,142 0,859
129807	0,114 1,653 0,287 0,067 -0,391 0,027 0,918	0,018 1,124 0,564 -0,181 -0,374 -0,088 0,905	-0,122 1,167 0,329 -0,277 -0,407 -0,142 0,859
129829	0,114 1,653 0,287 0,067 -0,391 0,027 0,918	0,018 1,124 0,564 -0,181 -0,374 -0,088 0,905	-0,122 1,167 0,329 -0,277 -0,407 -0,142 0,859
129841	0,115 1,654 0,287 0,066 -0,387 0,028 0,919	0,017 1,125 0,563 -0,181 -0,376 -0,089 0,905	-0,122 1,168 0,328 -0,277 -0,409 -0,142 0,858
129849	0,115 1,654 0,287 0,066 -0,387 0,028 0,919	0,017 1,125 0,563 -0,181 -0,376 -0,089 0,905	-0,122 1,168 0,328 -0,277 -0,409 -0,142 0,858
129876	0,115 1,654 0,287 0,066 -0,387 0,028 0,919	0,017 1,125 0,563 -0,181 -0,376 -0,089 0,905	-0,122 1,168 0,328 -0,277 -0,409 -0,142 0,858
129891	0,114 1,654 0,287 0,066 -0,388 0,028 0,919	0,017 1,125 0,563 -0,181 -0,376 -0,089 0,905	-0,122 1,168 0,328 -0,277 -0,409 -0,142 0,858
129898	0,114 1,654 0,287 0,066 -0,388 0,028 0,919	0,017 1,125 0,563 -0,181 -0,376 -0,089 0,905	-0,122 1,168 0,328 -0,277 -0,409 -0,142 0,858
129912	0,114 1,654 0,287 0,066 -0,388 0,028 0,919	0,017 1,125 0,563 -0,181 -0,376 -0,089 0,905	-0,122 1,168 0,328 -0,277 -0,409 -0,142 0,858
129924	0,116 1,657 0,286 0,061 -0,373 0,030 0,925	0,017 1,128 0,561 -0,181 -0,379 -0,086 0,903	-0,124 1,168 0,327 -0,275 -0,410 -0,140 0,858
129932	0,116 1,657 0,286 0,061 -0,373 0,030 0,925	0,017 1,128 0,561 -0,181 -0,379 -0,086 0,903	-0,124 1,168 0,327 -0,275 -0,410 -0,140 0,858
129942	0,116 1,657 0,286 0,061 -0,373 0,030 0,925	0,017 1,128 0,561 -0,181 -0,379 -0,086 0,903	-0,124 1,168 0,327 -0,275 -0,410 -0,140 0,858
129964	0,116 1,659 0,285 0,060 -0,370 0,029 0,927	0,017 1,130 0,561 -0,181 -0,379 -0,085 0,904	-0,124 1,169 0,327 -0,276 -0,410 -0,138 0,858
129975	0,116 1,659 0,285 0,060 -0,370 0,029 0,927	0,017 1,130 0,561 -0,181 -0,379 -0,085 0,904	-0,124 1,169 0,327 -0,276 -0,410 -0,138 0,858
129998	0,116 1,659 0,285 0,060 -0,370 0,029 0,927	0,017 1,130 0,561 -0,181 -0,379 -0,085 0,904	-0,124 1,169 0,327 -0,276 -0,410 -0,138 0,858
130005	0,116 1,659 0,285 0,060 -0,370 0,029 0,927	0,017 1,130 0,561 -0,181 -0,379 -0,085 0,904	-0,124 1,169 0,327 -0,276 -0,410 -0,138 0,858
130017	0,116 1,659 0,285 0,060 -0,370 0,029 0,927	0,017 1,130 0,561 -0,181 -0,379 -0,085 0,904	-0,124 1,169 0,327 -0,276 -0,410 -0,138 0,858
130034	0,116 1,659 0,285 0,060 -0,370 0,029 0,927	0,017 1,130 0,561 -0,181 -0,379 -0,085 0,904	-0,124 1,169 0,327 -0,276 -0,410 -0,138 0,858
130046	0,116 1,659 0,285 0,060 -0,370 0,029 0,927	0,017 1,130 0,561 -0,181 -0,379 -0,085 0,904	-0,124 1,169 0,327 -0,276 -0,410 -0,138 0,858
130058	0,118 1,662 0,284 0,057 -0,365 0,028 0,929	0,018 1,134 0,560 -0,183 -0,379 -0,085 0,903	-0,125 1,172 0,329 -0,277 -0,410 -0,138 0,858
130071	0,118 1,662 0,284 0,057 -0,365 0,028 0,929	0,018 1,134 0,560 -0,183 -0,379 -0,085 0,903	-0,125 1,172 0,329 -0,277 -0,410 -0,138 0,858
130082	0,118 1,662 0,284 0,057 -0,365 0,028 0,929	0,018 1,134 0,560 -0,183 -0,379 -0,085 0,903	-0,125 1,172 0,329 -0,277 -0,410 -0,138 0,858
130096	0,123 1,663 0,287 0,056 -0,340 0,027 0,938	0,020 1,136 0,562 -0,183 -0,375 -0,085 0,905	-0,125 1,174 0,331 -0,278 -0,408 -0,136 0,859
130110	0,123 1,663 0,287 0,056 -0,340 0,027 0,938	0,020 1,136 0,562 -0,183 -0,375 -0,085 0,905	-0,125 1,174 0,331 -0,278 -0,408 -0,136 0,859
130119	0,123 1,663 0,287 0,056 -0,340 0,027 0,938	0,020 1,136 0,562 -0,183 -0,375 -0,085 0,905	-0,125 1,174 0,331 -0,278 -0,408 -0,136 0,859
130147	0,123 1,663 0,287 0,056 -0,340 0,027 0,938	0,020 1,136 0,562 -0,183 -0,375 -0,085 0,905	-0,125 1,174 0,331 -0,278 -0,408 -0,136 0,859
130154	0,121 1,664 0,286 0,056 -0,324 0,029 0,944	0,020 1,136 0,562 -0,183 -0,374 -0,085 0,905	-0,125 1,174 0,331 -0,279 -0,407 -0,136 0,859
130200	0,121 1,664 0,286 0,056 -0,324 0,029 0,944	0,020 1,136 0,562 -0,183 -0,374 -0,085 0,905	-0,125 1,174 0,331 -0,279 -0,407 -0,136 0,859
130214	0,138 1,666 0,293 0,053 -0,235 0,034 0,970	0,026 1,139 0,565 -0,185 -0,367 -0,082 0,908	-0,124 1,177 0,335 -0,285 -0,404 -0,133 0,859
130227	0,144 1,667 0,294 0,049 -0,192 0,032 0,980	0,031 1,142 0,566 -0,188 -0,362 -0,081 0,910	-0,123 1,177 0,337 -0,287 -0,402 -0,132 0,860
130236	0,144 1,667 0,294 0,049 -0,192 0,032 0,980	0,031 1,142 0,566 -0,188 -0,362 -0,081 0,910	-0,123 1,177 0,337 -0,287 -0,402 -0,132 0,860
130251	0,144 1,667 0,294 0,049 -0,192 0,032 0,980	0,031 1,142 0,566 -0,188 -0,362 -0,081 0,910	-0,123 1,177 0,337 -0,287 -0,402 -0,132 0,860
130260	0,153 1,669 0,296 0,047 -0,137 0,029 0,989	0,037 1,143 0,569 -0,192 -0,355 -0,078 0,912	-0,122 1,176 0,341 -0,288 -0,399 -0,129 0,861
130269	0,153 1,669 0,296 0,047 -0,137 0,029 0,989	0,037 1,143 0,569 -0,192 -0,355 -0,078 0,912	-0,122 1,176 0,341 -0,288 -0,399 -0,129 0,861
130277	0,153 1,669 0,296 0,047 -0,137 0,029 0,989	0,037 1,143 0,569 -0,192 -0,355 -0,078 0,912	-0,122 1,176 0,341 -0,288 -0,399 -0,129 0,861
130306	0,153 1,669 0,296 0,047 -0,137 0,029 0,989	0,037 1,143 0,569 -0,192 -0,355 -0,078 0,912	-0,122 1,176 0,341 -0,288 -0,399 -0,129 0,861
130316	0,156 1,670 0,297 0,046 -0,115 0,026 0,992	0,042 1,145 0,572 -0,192 -0,349 -0,076 0,914	-0,120 1,175 0,344 -0,289 -0,395 -0,126 0,863
130352	0,156 1,670 0,297 0,046 -0,115 0,026 0,992	0,042 1,145 0,572 -0,192 -0,349 -0,076 0,914	-0,120 1,175 0,344 -0,289 -0,395 -0,126 0,863
130362	0,158 1,671 0,298 0,044 -0,097 0,024 0,994	0,047 1,146 0,575 -0,194 -0,342 -0,076 0,916	-0,118 1,175 0,347 -0,288 -0,391 -0,124 0,865
130378	0,158 1,671 0,298 0,044 -0,097 0,024 0,994	0,047 1,146 0,575 -0,194 -0,342 -0,076 0,916	-0,118 1,175 0,347 -0,288 -0,391 -0,124 0,865
130395	0,159 1,671 0,299 0,043 -0,090 0,023 0,995	0,052 1,147 0,577 -0,196 -0,336 -0,074 0,918	-0,116 1,174 0,350 -0,289 -0,385 -0,123 0,868
130406	0,159 1,671 0,299 0,043 -0,090 0,023 0,995	0,052 1,147 0,577 -0,196 -0,336 -0,074 0,918	-0,116 1,174 0,350 -0,289 -0,385 -0,123 0,868
130414	0,159 1,671 0,299 0,043 -0,090 0,023 0,995	0,052 1,147 0,577 -0,196 -0,336 -0,074 0,918	-0,116 1,174 0,350 -0,289 -0,385 -0,123 0,868
130453	0,159 1,671 0,299 0,043 -0,090 0,023 0,995	0,052 1,147 0,577 -0,196 -0,336 -0,074 0,918	-0,116 1,174 0,350 -0,289 -0,385 -0,123 0,868
130463	0,163 1,672 0,302 0,042 -0,072 0,019 0,996	0,065 1,148 0,584 -0,199 -0,317 -0,072 0,924	-0,110 1,175 0,360 -0,292 -0,370 -0,117 0,874
130471	0,163 1,672 0,302 0,042 -0,072 0,019 0,996	0,065 1,148 0,584 -0,199 -0,317 -0,072 0,924	-0,110 1,175 0,360 -0,292 -0,370 -0,117 0,874
130491	0,163 1,672 0,302 0,042 -0,072 0,019 0,996	0,065 1,148 0,584 -0,199 -0,317 -0,072 0,924	-0,110 1,175 0,360 -0,292 -0,370 -0,117 0,874
130514	0,162 1,672 0,301 0,042 -0,073 0,019 0,996	0,065 1,148 0,584 -0,199 -0,318 -0,072 0,924	-0,110 1,175 0,360 -0,291 -0,370 -0,117 0,874
130559	0,162 1,672 0,301 0,042 -0,073 0,019 0,996	0,065 1,148 0,584 -0,199 -0,318 -0,072 0,924	-0,110 1,175 0,360 -0,291 -0,370 -0,117 0,874
130593	0,165 1,672 0,303 0,041 -0,062 0,018 0,997	0,076 1,149 0,588 -0,201 -0,305 -0,070 0,928	-0,107 1,176 0,368 -0,294 -0,360 -0,115 0,878
130603	0,167 1,673 0,304 0,041 -0,058 0,017 0,997	0,081 1,149 0,590 -0,201 -0,298 -0,071 0,931	-0,105 1,176 0,372 -0,296 -0,354 -0,113 0,880
130620	0,167 1,673 0,304 0,041 -0,058 0,017 0,997	0,081 1,149 0,590 -0,201 -0,298 -0,071 0,931	-0,105 1,176 0,372 -0,296 -0,354 -0,113 0,880
130636	0,167 1,673 0,305 0,040 -0,057 0,016 0,997	0,086 1,149 0,592 -0,202 -0,292 -0,069 0,932	-0,103 1,177 0,376 -0,298 -0,347 -0,112 0,882
130643	0,167 1,673 0,305 0,040 -0,057 0,016 0,997	0,086 1,149 0,592 -0,202 -0,292 -0,069 0,932	-0,103 1,177 0,376 -0,298 -0,347 -0,112 0,882
130667	0,167 1,673 0,305 0,040 -0,057 0,016 0,997	0,086 1,149 0,592 -0,202 -0,292 -0,069 0,932	-0,103 1,177 0,376 -0,298 -0,347 -0,112 0,882
130676	0,169 1,673 0,306 0,040 -0,053 0,014 0,998	0,092 1,149 0,594 -0,202 -0,285 -0,069 0,935	-0,100 1,179 0,381 -0,300 -0,340 -0,111 0,884
130683	0,169 1,673 0,306 0,040 -0,053 0,014 0,998	0,092 1,149 0,594 -0,202 -0,285 -0,069 0,935	-0,100 1,179 0,381 -0,300 -0,340 -0,111 0,884
130699	0,169 1,673 0,306 0,040 -0,053 0,014 0,998	0,092 1,149 0,594 -0,202 -0,285 -0,069 0,935	-0,100 1,179 0,381 -0,300 -0,340 -0,111 0,884
130708	0,170 1,673 0,304 0,040 -0,053 0,014 0,998	0,092 1,149 0,594 -0,202 -0,285 -0,068 0,934	-0,100 1,179 0,381 -0,299 -0,340 -0,112 0,884
130716	0,170 1,673 0,304 0,040 -0,053 0,014 0,998	0,092 1,149 0,594 -0,202 -0,285 -0,068 0,934	-0,100 1,179 0,381 -0,299 -0,340 -0,112 0,884
130746	0,170 1,673 0,304 0,040 -0,053 0,014 0,998	0,092 1,149 0,594 -0,202 -0,285 -0,068 0,934	-0,100 1,179 0,381 -0,299 -0,340 -0,112 0,884
130756	0,173 1,673 0,307 0,041 -0,039 0,012 0,998	0,100 1,150 0,598 -0,204 -0,273 -0,067 0,938	-0,097 1,180 0,389 -0,302 -0,331 -0,109 0,887
130768	0,173 1,673 0,307 0,041 -0,039 0,012 0,998	0,100 1,150 0,598 -0,204 -0,273 -0,067 0,938	-0,097 1,180 0,389 -0,302 -0,331 -0,109 0,887
130781	0,173 1,673 0,307 0,041 -0,039 0,012 0,998	0,100 1,150 0,598 -0,204 -0,273 -0,067 0,938	-0,097 1,180 0,389 -0,302 -0,331 -0,109 0,887
130797	0,177 1,672 0,308 0,042 -0,018 0,012 0,999	0,104 1,150 0,600 -0,204 -0,268 -0,066 0,939	-0,095 1,181 0,393 -0,304 -0,326 -0,107 0,889
130812	0,177 1,672 0,308 0,042 -0,018 0,012 0,999	0,104 1,150 0,600 -0,204 -0,268 -0,066 0,939	-0,095 1,181 0,393 -0,304 -0,326 -0,107 0,889
130826	0,177 1,672 0,308 0,042 -0,018 0,012 0,999	0,104 1,150 0,600 -0,204 -0,268 -0,066 0,939	-0,095 1,181 0,393 -0,304 -0,326 -0,107 0,889
130837	0,183 1,672 0,309 0,043 0,012 0,010 0,999	0,108 1,150 0,601 -0,205 -0,263 -0,064 0,941	-0,094 1,181 0,396 -0,305 -0,322 -0,105 0,890
130852	0,183 1,672 0,309 0,043 0,012 0,010 0,999	0,108 1,150 0,601 -0,205 -0,263 -0,064 0,941	-0,094 1,181 0,396 -0,305 -0,322 -0,105 0,890
130860	0,183 1,672 0,309 0,043 0,012 0,010 0,999	0,108 1,150 0,601 -0,205 -0,263 -0,064 0,941	-0,094 1,181 0,396 -0,305 -0,322 -0,105 0,890
130878	0,187 1,671 0,310 0,046 0,041 0,007 0,998	0,112 1,151 0,603 -0,206 -0,259 -0,063 0,942	-0,092 1,181 0,399 -0,306 -0,319 -0,101 0,891
130900	0,187 1,671 0,310 0,046 0,041 0,007 0,998	0,112 1,151 0,603 -0,206 -0,259 -0,063 0,942	-0,092 1,181 0,399 -0,306 -0,319 -0,101 0,891
130913	0,187 1,671 0,310 0,046 0,041 0,007 0,998	0,112 1,151 0,603 -0,206 -0,259 -0,063 0,942	-0,092 1,181 0,399 -0,306 -0,319 -0,101 0,891
130924	0,194 1,669 0,312 0,051 0,080 0,004 0,995	0,115 1,153 0,605 -0,208 -0,253 -0,060 0,943	-0,092 1,180 0,403 -0,307 -0,316 -0,097 0,892
130932	0,194 1,669 0,312 0,051 0,080 0,004 0,995	0,115 1,153 0,605 -0,208 -0,253 -0,060 0,943	-0,092 1,180 0,403 -0,307 -0,316 -0,097 0,892
130942	0,194 1,669 0,312 0,051 0,080 0,004 0,995	0,115 1,153 0,605 -0,208 -0,253 -0,060 0,943	-0,092 1,180 0,403 -0,307 -0,316 -0,097 0,892
130962	0,202 1,667 0,312 0,059 0,124 0,002 0,990	0,120 1,155 0,609 -0,211 -0,245 -0,059 0,944	-0,091 1,179 0,407 -0,308 -0,312 -0,094 0,894
130968	0,202 1,667 0,312 0,059 0,124 0,002 0,990	0,120 1,155 0,609 -0,211 -0,245 -0,059 0,944	-0,091 1,179 0,407 -0,308 -0,312 -0,094 0,894
130977	0,202 1,667 0,312 0,059 0,124 0,002 0,990	0,120 1,155 0,609 -0,211 -0,245 -0,059 0,944	-0,091 1,179 0,407 -0,308 -0,312 -0,094 0,894
130988	0,202 1,667 0,312 0,059 0,124 0,002 0,990	0,120 1,155 0,609 -0,211 -0,245 -0,059 0,944	-0,091 1,179 0,407 -0,308 -0,312 -0,094 0,894
131006	0,196 1,668 0,312 0,057 0,116 0,003 0,992	0,119 1,154 0,608 -0,210 -0,246 -0,059 0,944	-0,091 1,179 0,406 -0,307 -0,312 -0,094 0,894
131019	0,196 1,668 0,312 0,057 0,116 0,003 0,992	0,119 1,154 0,608 -0,210 -0,246 -0,059 0,944	-0,091 1,179 0,406 -0,307 -0,312 -0,094 0,894
