timeDeltas	HMD	RightTracker	LeftTracker
27	0,000 0,000 0,000 0,000 0,000 0,000 1,000	0,000 0,000 0,000 0,000 0,000 0,000 1,000	0,000 0,000 0,000 0,000 0,000 0,000 1,000
98	0,263 1,669 0,483 -0,094 -0,084 -0,012 0,992	0,518 1,338 0,698 0,583 0,145 -0,282 0,748	0,217 1,311 0,552 0,280 -0,668 0,672 0,152
796	0,275 1,666 0,489 -0,081 -0,077 -0,034 0,993	0,518 1,316 0,648 0,653 0,158 -0,234 0,703	0,214 1,311 0,517 0,331 -0,682 0,632 0,165
846	0,266 1,652 0,514 -0,026 -0,079 -0,015 0,996	0,469 1,313 0,636 0,590 -0,218 0,140 0,764	0,214 1,309 0,488 0,369 -0,632 0,649 0,210
857	0,264 1,651 0,516 -0,026 -0,079 -0,013 0,996	0,471 1,308 0,618 0,619 -0,226 0,165 0,734	0,219 1,310 0,474 0,380 -0,652 0,627 0,191
868	0,264 1,651 0,516 -0,026 -0,079 -0,013 0,996	0,471 1,308 0,618 0,619 -0,226 0,165 0,734	0,219 1,310 0,474 0,380 -0,652 0,627 0,191
877	0,264 1,651 0,516 -0,026 -0,079 -0,013 0,996	0,471 1,308 0,618 0,619 -0,226 0,165 0,734	0,219 1,310 0,474 0,380 -0,652 0,627 0,191
890	0,263 1,649 0,519 -0,019 -0,080 -0,012 0,997	0,472 1,304 0,595 0,651 -0,256 0,173 0,693	0,218 1,311 0,468 0,374 -0,668 0,615 0,187
901	0,263 1,649 0,519 -0,019 -0,080 -0,012 0,997	0,472 1,304 0,595 0,651 -0,256 0,173 0,693	0,218 1,311 0,468 0,374 -0,668 0,615 0,187
907	0,263 1,649 0,519 -0,019 -0,080 -0,012 0,997	0,472 1,304 0,595 0,651 -0,256 0,173 0,693	0,218 1,311 0,468 0,374 -0,668 0,615 0,187
941	0,263 1,649 0,519 -0,019 -0,080 -0,012 0,997	0,472 1,304 0,595 0,651 -0,256 0,173 0,693	0,218 1,311 0,468 0,374 -0,668 0,615 0,187
948	0,264 1,648 0,520 -0,018 -0,080 -0,014 0,997	0,473 1,303 0,573 0,666 -0,291 0,173 0,665	0,208 1,308 0,465 0,359 -0,680 0,609 0,195
955	0,264 1,648 0,520 -0,018 -0,080 -0,014 0,997	0,473 1,303 0,573 0,666 -0,291 0,173 0,665	0,208 1,308 0,465 0,359 -0,680 0,609 0,195
999	0,264 1,648 0,520 -0,018 -0,080 -0,014 0,997	0,473 1,303 0,573 0,666 -0,291 0,173 0,665	0,208 1,308 0,465 0,359 -0,680 0,609 0,195
1007	0,262 1,647 0,520 -0,016 -0,083 -0,012 0,996	0,478 1,304 0,552 0,686 -0,313 0,184 0,631	0,192 1,307 0,465 0,338 -0,696 0,596 0,213
1026	0,258 1,646 0,523 -0,009 -0,091 -0,008 0,996	0,487 1,305 0,531 0,724 -0,323 0,208 0,573	0,172 1,302 0,467 0,308 -0,710 0,586 0,242
1033	0,258 1,646 0,523 -0,009 -0,091 -0,008 0,996	0,487 1,305 0,531 0,724 -0,323 0,208 0,573	0,172 1,302 0,467 0,308 -0,710 0,586 0,242
1041	0,258 1,646 0,523 -0,009 -0,091 -0,008 0,996	0,487 1,305 0,531 0,724 -0,323 0,208 0,573	0,172 1,302 0,467 0,308 -0,710 0,586 0,242
1060	0,258 1,646 0,523 -0,009 -0,091 -0,008 0,996	0,487 1,305 0,531 0,724 -0,323 0,208 0,573	0,172 1,302 0,467 0,308 -0,710 0,586 0,242
1075	0,256 1,643 0,523 -0,009 -0,097 -0,007 0,995	0,495 1,306 0,519 0,739 -0,330 0,229 0,540	0,151 1,302 0,477 0,267 -0,702 0,597 0,281
1083	0,256 1,643 0,523 -0,009 -0,097 -0,007 0,995	0,495 1,306 0,519 0,739 -0,330 0,229 0,540	0,151 1,302 0,477 0,267 -0,702 0,597 0,281
1091	0,256 1,643 0,523 -0,009 -0,097 -0,007 0,995	0,495 1,306 0,519 0,739 -0,330 0,229 0,540	0,151 1,302 0,477 0,267 -0,702 0,597 0,281
1120	0,251 1,641 0,524 -0,001 -0,099 0,001 0,995	0,499 1,303 0,518 0,730 -0,342 0,245 0,539	0,129 1,294 0,488 0,227 -0,688 0,611 0,320
1127	0,251 1,641 0,524 -0,001 -0,099 0,001 0,995	0,499 1,303 0,518 0,730 -0,342 0,245 0,539	0,129 1,294 0,488 0,227 -0,688 0,611 0,320
1137	0,251 1,641 0,524 -0,001 -0,099 0,001 0,995	0,499 1,303 0,518 0,730 -0,342 0,245 0,539	0,129 1,294 0,488 0,227 -0,688 0,611 0,320
1152	0,253 1,643 0,526 -0,003 -0,094 -0,003 0,996	0,500 1,301 0,523 0,711 -0,347 0,258 0,554	0,114 1,300 0,496 0,202 -0,684 0,611 0,344
1159	0,253 1,643 0,526 -0,003 -0,094 -0,003 0,996	0,500 1,301 0,523 0,711 -0,347 0,258 0,554	0,114 1,300 0,496 0,202 -0,684 0,611 0,344
1173	0,253 1,643 0,526 -0,003 -0,094 -0,003 0,996	0,500 1,301 0,523 0,711 -0,347 0,258 0,554	0,114 1,300 0,496 0,202 -0,684 0,611 0,344
1181	0,253 1,643 0,526 -0,003 -0,094 -0,003 0,996	0,500 1,301 0,523 0,711 -0,347 0,258 0,554	0,114 1,300 0,496 0,202 -0,684 0,611 0,344
1192	0,249 1,641 0,527 0,002 -0,104 0,000 0,995	0,503 1,297 0,533 0,689 -0,342 0,289 0,569	0,101 1,301 0,506 0,177 -0,680 0,609 0,369
1208	0,249 1,641 0,527 0,002 -0,104 0,000 0,995	0,503 1,297 0,533 0,689 -0,342 0,289 0,569	0,101 1,301 0,506 0,177 -0,680 0,609 0,369
1216	0,249 1,641 0,527 0,002 -0,104 0,000 0,995	0,503 1,297 0,533 0,689 -0,342 0,289 0,569	0,101 1,301 0,506 0,177 -0,680 0,609 0,369
1225	0,249 1,641 0,527 0,002 -0,104 0,000 0,995	0,503 1,297 0,533 0,689 -0,342 0,289 0,569	0,101 1,301 0,506 0,177 -0,680 0,609 0,369
1246	0,249 1,640 0,529 0,007 -0,106 -0,004 0,994	0,503 1,297 0,545 0,671 -0,337 0,313 0,582	0,096 1,304 0,514 0,162 -0,657 0,625 0,389
1258	0,249 1,640 0,529 0,007 -0,106 -0,004 0,994	0,503 1,297 0,545 0,671 -0,337 0,313 0,582	0,096 1,304 0,514 0,162 -0,657 0,625 0,389
1265	0,249 1,640 0,529 0,007 -0,106 -0,004 0,994	0,503 1,297 0,545 0,671 -0,337 0,313 0,582	0,096 1,304 0,514 0,162 -0,657 0,625 0,389
1291	0,248 1,638 0,531 0,012 -0,113 -0,007 0,994	0,499 1,295 0,560 0,644 -0,344 0,323 0,602	0,097 1,303 0,524 0,163 -0,628 0,650 0,397
1308	0,248 1,638 0,531 0,012 -0,113 -0,007 0,994	0,499 1,295 0,560 0,644 -0,344 0,323 0,602	0,097 1,303 0,524 0,163 -0,628 0,650 0,397
1325	0,245 1,633 0,535 0,025 -0,122 -0,002 0,992	0,492 1,295 0,576 0,603 -0,354 0,327 0,636	0,104 1,298 0,526 0,183 -0,618 0,661 0,385
1332	0,245 1,633 0,535 0,025 -0,122 -0,002 0,992	0,492 1,295 0,576 0,603 -0,354 0,327 0,636	0,104 1,298 0,526 0,183 -0,618 0,661 0,385
1345	0,245 1,633 0,535 0,025 -0,122 -0,002 0,992	0,492 1,295 0,576 0,603 -0,354 0,327 0,636	0,104 1,298 0,526 0,183 -0,618 0,661 0,385
1363	0,242 1,631 0,542 0,039 -0,121 -0,003 0,992	0,483 1,296 0,595 0,555 -0,352 0,338 0,674	0,114 1,293 0,525 0,204 -0,616 0,664 0,371
1373	0,242 1,631 0,542 0,039 -0,121 -0,003 0,992	0,483 1,296 0,595 0,555 -0,352 0,338 0,674	0,114 1,293 0,525 0,204 -0,616 0,664 0,371
1398	0,242 1,631 0,542 0,039 -0,121 -0,003 0,992	0,483 1,296 0,595 0,555 -0,352 0,338 0,674	0,114 1,293 0,525 0,204 -0,616 0,664 0,371
1409	0,232 1,619 0,549 0,068 -0,131 0,014 0,989	0,476 1,297 0,605 0,541 -0,348 0,346 0,683	0,124 1,292 0,522 0,221 -0,615 0,666 0,361
1423	0,232 1,619 0,549 0,068 -0,131 0,014 0,989	0,476 1,297 0,605 0,541 -0,348 0,346 0,683	0,124 1,292 0,522 0,221 -0,615 0,666 0,361
1452	0,232 1,619 0,549 0,068 -0,131 0,014 0,989	0,476 1,297 0,605 0,541 -0,348 0,346 0,683	0,124 1,292 0,522 0,221 -0,615 0,666 0,361
1467	0,222 1,602 0,564 0,116 -0,146 0,027 0,982	0,470 1,295 0,612 0,526 -0,351 0,347 0,693	0,137 1,284 0,518 0,240 -0,602 0,676 0,350
1490	0,222 1,602 0,564 0,116 -0,146 0,027 0,982	0,470 1,295 0,612 0,526 -0,351 0,347 0,693	0,137 1,284 0,518 0,240 -0,602 0,676 0,350
1497	0,214 1,588 0,575 0,148 -0,151 0,034 0,977	0,460 1,295 0,618 0,497 -0,364 0,338 0,711	0,152 1,275 0,510 0,272 -0,599 0,678 0,328
1519	0,214 1,588 0,575 0,148 -0,151 0,034 0,977	0,460 1,295 0,618 0,497 -0,364 0,338 0,711	0,152 1,275 0,510 0,272 -0,599 0,678 0,328
1526	0,216 1,583 0,578 0,146 -0,139 0,030 0,979	0,456 1,297 0,615 0,476 -0,372 0,332 0,724	0,167 1,272 0,492 0,311 -0,629 0,646 0,301
1555	0,216 1,583 0,578 0,146 -0,139 0,030 0,979	0,456 1,297 0,615 0,476 -0,372 0,332 0,724	0,167 1,272 0,492 0,311 -0,629 0,646 0,301
1579	0,216 1,583 0,578 0,146 -0,139 0,030 0,979	0,456 1,297 0,615 0,476 -0,372 0,332 0,724	0,167 1,272 0,492 0,311 -0,629 0,646 0,301
1605	0,213 1,575 0,580 0,159 -0,141 0,037 0,976	0,459 1,288 0,598 0,502 -0,379 0,330 0,704	0,183 1,265 0,471 0,348 -0,654 0,612 0,277
1619	0,213 1,575 0,580 0,159 -0,141 0,037 0,976	0,459 1,288 0,598 0,502 -0,379 0,330 0,704	0,183 1,265 0,471 0,348 -0,654 0,612 0,277
1632	0,213 1,575 0,580 0,159 -0,141 0,037 0,976	0,459 1,288 0,598 0,502 -0,379 0,330 0,704	0,183 1,265 0,471 0,348 -0,654 0,612 0,277
1646	0,206 1,562 0,591 0,192 -0,152 0,039 0,969	0,463 1,278 0,580 0,545 -0,386 0,326 0,669	0,194 1,260 0,463 0,361 -0,633 0,629 0,271
1654	0,206 1,562 0,591 0,192 -0,152 0,039 0,969	0,463 1,278 0,580 0,545 -0,386 0,326 0,669	0,194 1,260 0,463 0,361 -0,633 0,629 0,271
1687	0,206 1,562 0,591 0,192 -0,152 0,039 0,969	0,463 1,278 0,580 0,545 -0,386 0,326 0,669	0,194 1,260 0,463 0,361 -0,633 0,629 0,271
1694	0,200 1,548 0,598 0,224 -0,160 0,049 0,960	0,463 1,279 0,582 0,579 -0,399 0,316 0,637	0,205 1,250 0,449 0,385 -0,621 0,632 0,259
1702	0,200 1,548 0,598 0,224 -0,160 0,049 0,960	0,463 1,279 0,582 0,579 -0,399 0,316 0,637	0,205 1,250 0,449 0,385 -0,621 0,632 0,259
1767	0,200 1,548 0,598 0,224 -0,160 0,049 0,960	0,463 1,279 0,582 0,579 -0,399 0,316 0,637	0,205 1,250 0,449 0,385 -0,621 0,632 0,259
1774	0,188 1,528 0,604 0,257 -0,184 0,050 0,947	0,466 1,277 0,569 0,658 -0,423 0,290 0,551	0,200 1,242 0,428 0,430 -0,665 0,559 0,246
1783	0,188 1,528 0,604 0,257 -0,184 0,050 0,947	0,466 1,277 0,569 0,658 -0,423 0,290 0,551	0,200 1,242 0,428 0,430 -0,665 0,559 0,246
1810	0,183 1,513 0,602 0,281 -0,198 0,056 0,937	0,448 1,243 0,555 0,678 -0,417 0,298 0,526	0,188 1,228 0,435 0,414 -0,647 0,580 0,269
1819	0,183 1,513 0,602 0,281 -0,198 0,056 0,937	0,448 1,243 0,555 0,678 -0,417 0,298 0,526	0,188 1,228 0,435 0,414 -0,647 0,580 0,269
1837	0,183 1,513 0,602 0,281 -0,198 0,056 0,937	0,448 1,243 0,555 0,678 -0,417 0,298 0,526	0,188 1,228 0,435 0,414 -0,647 0,580 0,269
1858	0,182 1,493 0,611 0,331 -0,189 0,055 0,923	0,457 1,233 0,533 0,721 -0,407 0,309 0,468	0,176 1,213 0,443 0,393 -0,626 0,606 0,294
1882	0,182 1,493 0,611 0,331 -0,189 0,055 0,923	0,457 1,233 0,533 0,721 -0,407 0,309 0,468	0,176 1,213 0,443 0,393 -0,626 0,606 0,294
1890	0,175 1,484 0,616 0,346 -0,190 0,062 0,917	0,463 1,213 0,516 0,703 -0,398 0,327 0,491	0,160 1,206 0,450 0,370 -0,622 0,612 0,320
1903	0,175 1,484 0,616 0,346 -0,190 0,062 0,917	0,463 1,213 0,516 0,703 -0,398 0,327 0,491	0,160 1,206 0,450 0,370 -0,622 0,612 0,320
1912	0,175 1,484 0,616 0,346 -0,190 0,062 0,917	0,463 1,213 0,516 0,703 -0,398 0,327 0,491	0,160 1,206 0,450 0,370 -0,622 0,612 0,320
1927	0,177 1,485 0,615 0,341 -0,189 0,061 0,919	0,463 1,213 0,516 0,702 -0,399 0,325 0,492	0,163 1,207 0,449 0,375 -0,623 0,610 0,314
1940	0,177 1,485 0,615 0,341 -0,189 0,061 0,919	0,463 1,213 0,516 0,702 -0,399 0,325 0,492	0,163 1,207 0,449 0,375 -0,623 0,610 0,314
1948	0,177 1,485 0,615 0,341 -0,189 0,061 0,919	0,463 1,213 0,516 0,702 -0,399 0,325 0,492	0,163 1,207 0,449 0,375 -0,623 0,610 0,314
1954	0,177 1,485 0,615 0,341 -0,189 0,061 0,919	0,463 1,213 0,516 0,702 -0,399 0,325 0,492	0,163 1,207 0,449 0,375 -0,623 0,610 0,314
1966	0,168 1,468 0,613 0,360 -0,206 0,067 0,907	0,450 1,189 0,530 0,662 -0,422 0,304 0,540	0,118 1,193 0,464 0,311 -0,636 0,592 0,386
1984	0,168 1,468 0,613 0,360 -0,206 0,067 0,907	0,450 1,189 0,530 0,662 -0,422 0,304 0,540	0,118 1,193 0,464 0,311 -0,636 0,592 0,386
1994	0,168 1,468 0,613 0,360 -0,206 0,067 0,907	0,450 1,189 0,530 0,662 -0,422 0,304 0,540	0,118 1,193 0,464 0,311 -0,636 0,592 0,386
2001	0,168 1,468 0,613 0,360 -0,206 0,067 0,907	0,450 1,189 0,530 0,662 -0,422 0,304 0,540	0,118 1,193 0,464 0,311 -0,636 0,592 0,386
2016	0,164 1,464 0,611 0,364 -0,219 0,066 0,903	0,447 1,184 0,541 0,668 -0,410 0,320 0,532	0,107 1,193 0,471 0,292 -0,619 0,608 0,403
2027	0,164 1,464 0,611 0,364 -0,219 0,066 0,903	0,447 1,184 0,541 0,668 -0,410 0,320 0,532	0,107 1,193 0,471 0,292 -0,619 0,608 0,403
2035	0,164 1,464 0,611 0,364 -0,219 0,066 0,903	0,447 1,184 0,541 0,668 -0,410 0,320 0,532	0,107 1,193 0,471 0,292 -0,619 0,608 0,403
2045	0,164 1,464 0,611 0,364 -0,219 0,066 0,903	0,447 1,184 0,541 0,668 -0,410 0,320 0,532	0,107 1,193 0,471 0,292 -0,619 0,608 0,403
2065	0,164 1,464 0,611 0,364 -0,219 0,066 0,903	0,447 1,184 0,541 0,668 -0,410 0,320 0,532	0,107 1,193 0,471 0,292 -0,619 0,608 0,403
2074	0,156 1,455 0,609 0,380 -0,235 0,067 0,892	0,438 1,174 0,566 0,645 -0,390 0,350 0,556	0,091 1,192 0,478 0,264 -0,600 0,624 0,426
2082	0,156 1,455 0,609 0,380 -0,235 0,067 0,892	0,438 1,174 0,566 0,645 -0,390 0,350 0,556	0,091 1,192 0,478 0,264 -0,600 0,624 0,426
2101	0,151 1,447 0,608 0,395 -0,243 0,071 0,883	0,424 1,171 0,596 0,586 -0,383 0,365 0,614	0,079 1,190 0,478 0,239 -0,602 0,621 0,442
2113	0,151 1,447 0,608 0,395 -0,243 0,071 0,883	0,424 1,171 0,596 0,586 -0,383 0,365 0,614	0,079 1,190 0,478 0,239 -0,602 0,621 0,442
2119	0,151 1,447 0,608 0,395 -0,243 0,071 0,883	0,424 1,171 0,596 0,586 -0,383 0,365 0,614	0,079 1,190 0,478 0,239 -0,602 0,621 0,442
2129	0,151 1,447 0,608 0,395 -0,243 0,071 0,883	0,424 1,171 0,596 0,586 -0,383 0,365 0,614	0,079 1,190 0,478 0,239 -0,602 0,621 0,442
2137	0,146 1,437 0,606 0,409 -0,245 0,083 0,875	0,409 1,176 0,616 0,523 -0,400 0,351 0,666	0,073 1,187 0,474 0,224 -0,614 0,611 0,446
2155	0,146 1,437 0,606 0,409 -0,245 0,083 0,875	0,409 1,176 0,616 0,523 -0,400 0,351 0,666	0,073 1,187 0,474 0,224 -0,614 0,611 0,446
2178	0,146 1,437 0,606 0,409 -0,245 0,083 0,875	0,409 1,176 0,616 0,523 -0,400 0,351 0,666	0,073 1,187 0,474 0,224 -0,614 0,611 0,446
2197	0,138 1,421 0,602 0,433 -0,254 0,098 0,860	0,402 1,177 0,627 0,513 -0,407 0,346 0,672	0,073 1,174 0,467 0,229 -0,609 0,624 0,433
2204	0,138 1,421 0,602 0,433 -0,254 0,098 0,860	0,402 1,177 0,627 0,513 -0,407 0,346 0,672	0,073 1,174 0,467 0,229 -0,609 0,624 0,433
2215	0,138 1,421 0,602 0,433 -0,254 0,098 0,860	0,402 1,177 0,627 0,513 -0,407 0,346 0,672	0,073 1,174 0,467 0,229 -0,609 0,624 0,433
2223	0,138 1,421 0,602 0,433 -0,254 0,098 0,860	0,402 1,177 0,627 0,513 -0,407 0,346 0,672	0,073 1,174 0,467 0,229 -0,609 0,624 0,433
2230	0,138 1,421 0,602 0,433 -0,254 0,098 0,860	0,402 1,177 0,627 0,513 -0,407 0,346 0,672	0,073 1,174 0,467 0,229 -0,609 0,624 0,433
2260	0,138 1,421 0,602 0,433 -0,254 0,098 0,860	0,402 1,177 0,627 0,513 -0,407 0,346 0,672	0,073 1,174 0,467 0,229 -0,609 0,624 0,433
2266	0,131 1,403 0,598 0,460 -0,262 0,111 0,841	0,398 1,182 0,638 0,495 -0,393 0,361 0,686	0,081 1,164 0,454 0,250 -0,601 0,643 0,404
2275	0,131 1,403 0,598 0,460 -0,262 0,111 0,841	0,398 1,182 0,638 0,495 -0,393 0,361 0,686	0,081 1,164 0,454 0,250 -0,601 0,643 0,404
2290	0,131 1,403 0,598 0,460 -0,262 0,111 0,841	0,398 1,182 0,638 0,495 -0,393 0,361 0,686	0,081 1,164 0,454 0,250 -0,601 0,643 0,404
2304	0,131 1,403 0,598 0,460 -0,262 0,111 0,841	0,398 1,182 0,638 0,495 -0,393 0,361 0,686	0,081 1,164 0,454 0,250 -0,601 0,643 0,404
2319	0,131 1,404 0,598 0,460 -0,262 0,111 0,841	0,398 1,182 0,638 0,495 -0,393 0,361 0,686	0,081 1,164 0,454 0,250 -0,601 0,643 0,405
2326	0,131 1,404 0,598 0,460 -0,262 0,111 0,841	0,398 1,182 0,638 0,495 -0,393 0,361 0,686	0,081 1,164 0,454 0,250 -0,601 0,643 0,405
2338	0,131 1,404 0,598 0,460 -0,262 0,111 0,841	0,398 1,182 0,638 0,495 -0,393 0,361 0,686	0,081 1,164 0,454 0,250 -0,601 0,643 0,405
2348	0,119 1,376 0,586 0,500 -0,283 0,125 0,808	0,392 1,182 0,635 0,466 -0,418 0,355 0,694	0,106 1,157 0,406 0,287 -0,629 0,641 0,333
2360	0,119 1,376 0,586 0,500 -0,283 0,125 0,808	0,392 1,182 0,635 0,466 -0,418 0,355 0,694	0,106 1,157 0,406 0,287 -0,629 0,641 0,333
2377	0,119 1,376 0,586 0,500 -0,283 0,125 0,808	0,392 1,182 0,635 0,466 -0,418 0,355 0,694	0,106 1,157 0,406 0,287 -0,629 0,641 0,333
2384	0,119 1,376 0,586 0,500 -0,283 0,125 0,808	0,392 1,182 0,635 0,466 -0,418 0,355 0,694	0,106 1,157 0,406 0,287 -0,629 0,641 0,333
2391	0,119 1,376 0,586 0,500 -0,283 0,125 0,809	0,392 1,182 0,635 0,466 -0,418 0,355 0,695	0,106 1,157 0,407 0,287 -0,629 0,641 0,333
2399	0,119 1,376 0,586 0,500 -0,283 0,125 0,809	0,392 1,182 0,635 0,466 -0,418 0,355 0,695	0,106 1,157 0,407 0,287 -0,629 0,641 0,333
2408	0,119 1,376 0,586 0,500 -0,283 0,125 0,809	0,392 1,182 0,635 0,466 -0,418 0,355 0,695	0,106 1,157 0,407 0,287 -0,629 0,641 0,333
2416	0,119 1,376 0,586 0,500 -0,283 0,125 0,809	0,392 1,182 0,635 0,466 -0,418 0,355 0,695	0,106 1,157 0,407 0,287 -0,629 0,641 0,333
2438	0,119 1,376 0,586 0,500 -0,283 0,125 0,809	0,392 1,182 0,635 0,466 -0,418 0,355 0,695	0,106 1,157 0,407 0,287 -0,629 0,641 0,333
2448	0,111 1,360 0,576 0,521 -0,297 0,137 0,788	0,414 1,170 0,602 0,581 -0,408 0,391 0,586	0,126 1,158 0,362 0,308 -0,683 0,605 0,270
2455	0,111 1,360 0,576 0,521 -0,297 0,137 0,788	0,414 1,170 0,602 0,581 -0,408 0,391 0,586	0,126 1,158 0,362 0,308 -0,683 0,605 0,270
2465	0,111 1,360 0,576 0,521 -0,297 0,137 0,788	0,414 1,170 0,602 0,581 -0,408 0,391 0,586	0,126 1,158 0,362 0,308 -0,683 0,605 0,270
2474	0,109 1,358 0,574 0,518 -0,297 0,140 0,790	0,411 1,167 0,606 0,571 -0,405 0,393 0,596	0,125 1,160 0,365 0,306 -0,682 0,605 0,273
2488	0,109 1,358 0,574 0,518 -0,297 0,140 0,790	0,411 1,167 0,606 0,571 -0,405 0,393 0,596	0,125 1,160 0,365 0,306 -0,682 0,605 0,273
2495	0,109 1,358 0,574 0,518 -0,297 0,140 0,790	0,411 1,167 0,606 0,571 -0,405 0,393 0,596	0,125 1,160 0,365 0,306 -0,682 0,605 0,273
2504	0,109 1,358 0,574 0,518 -0,297 0,140 0,790	0,411 1,167 0,606 0,571 -0,405 0,393 0,596	0,125 1,160 0,365 0,306 -0,682 0,605 0,273
2512	0,109 1,358 0,574 0,518 -0,297 0,140 0,790	0,411 1,167 0,606 0,571 -0,405 0,393 0,596	0,125 1,160 0,365 0,306 -0,682 0,605 0,273
2519	0,262 1,518 0,522 0,537 -0,294 0,157 0,775	0,426 1,163 0,573 0,619 -0,396 0,425 0,529	0,141 1,167 0,329 0,330 -0,721 0,573 0,209
2532	0,262 1,518 0,522 0,537 -0,294 0,157 0,775	0,426 1,163 0,573 0,619 -0,396 0,425 0,529	0,141 1,167 0,329 0,330 -0,721 0,573 0,209
2539	0,262 1,518 0,522 0,537 -0,294 0,157 0,775	0,426 1,163 0,573 0,619 -0,396 0,425 0,529	0,141 1,167 0,329 0,330 -0,721 0,573 0,209
2548	0,262 1,518 0,522 0,537 -0,294 0,157 0,775	0,426 1,163 0,573 0,619 -0,396 0,425 0,529	0,141 1,167 0,329 0,330 -0,721 0,573 0,209
2562	0,262 1,518 0,522 0,537 -0,294 0,157 0,775	0,426 1,163 0,573 0,619 -0,396 0,425 0,529	0,141 1,167 0,329 0,330 -0,721 0,573 0,209
2576	0,253 1,515 0,519 0,541 -0,313 0,161 0,764	0,425 1,164 0,556 0,640 -0,423 0,409 0,494	0,147 1,168 0,320 0,338 -0,720 0,578 0,182
2583	0,253 1,515 0,519 0,541 -0,313 0,161 0,764	0,425 1,164 0,556 0,640 -0,423 0,409 0,494	0,147 1,168 0,320 0,338 -0,720 0,578 0,182
2589	0,253 1,515 0,519 0,541 -0,313 0,161 0,764	0,425 1,164 0,556 0,640 -0,423 0,409 0,494	0,147 1,168 0,320 0,338 -0,720 0,578 0,182
2607	0,255 1,517 0,520 0,540 -0,316 0,162 0,763	0,424 1,163 0,555 0,639 -0,425 0,409 0,493	0,147 1,168 0,320 0,333 -0,717 0,584 0,185
2617	0,255 1,517 0,520 0,540 -0,316 0,162 0,763	0,424 1,163 0,555 0,639 -0,425 0,409 0,493	0,147 1,168 0,320 0,333 -0,717 0,584 0,185
2622	0,255 1,517 0,520 0,540 -0,316 0,162 0,763	0,424 1,163 0,555 0,639 -0,425 0,409 0,493	0,147 1,168 0,320 0,333 -0,717 0,584 0,185
2633	0,255 1,517 0,520 0,540 -0,316 0,162 0,763	0,424 1,163 0,555 0,639 -0,425 0,409 0,493	0,147 1,168 0,320 0,333 -0,717 0,584 0,185
2641	0,239 1,512 0,511 0,545 -0,347 0,170 0,744	0,418 1,159 0,534 0,654 -0,446 0,419 0,445	0,143 1,165 0,318 0,315 -0,709 0,605 0,180
2668	0,239 1,512 0,511 0,545 -0,347 0,170 0,744	0,418 1,159 0,534 0,654 -0,446 0,419 0,445	0,143 1,165 0,318 0,315 -0,709 0,605 0,180
2676	0,239 1,512 0,511 0,545 -0,347 0,170 0,744	0,418 1,159 0,534 0,654 -0,446 0,419 0,445	0,143 1,165 0,318 0,315 -0,709 0,605 0,180
2686	0,229 1,510 0,504 0,547 -0,369 0,175 0,730	0,408 1,153 0,526 0,657 -0,461 0,429 0,415	0,135 1,158 0,322 0,292 -0,699 0,624 0,189
2704	0,229 1,510 0,504 0,547 -0,369 0,175 0,730	0,408 1,153 0,526 0,657 -0,461 0,429 0,415	0,135 1,158 0,322 0,292 -0,699 0,624 0,189
2713	0,229 1,510 0,504 0,547 -0,369 0,175 0,730	0,408 1,153 0,526 0,657 -0,461 0,429 0,415	0,135 1,158 0,322 0,292 -0,699 0,624 0,189
2737	0,229 1,510 0,504 0,547 -0,369 0,175 0,730	0,408 1,153 0,526 0,657 -0,461 0,429 0,415	0,135 1,158 0,322 0,292 -0,699 0,624 0,189
2745	0,230 1,510 0,504 0,547 -0,368 0,175 0,732	0,409 1,153 0,527 0,657 -0,460 0,428 0,417	0,136 1,158 0,321 0,293 -0,700 0,623 0,189
2752	0,230 1,510 0,504 0,547 -0,368 0,175 0,732	0,409 1,153 0,527 0,657 -0,460 0,428 0,417	0,136 1,158 0,321 0,293 -0,700 0,623 0,189
2773	0,230 1,510 0,504 0,547 -0,368 0,175 0,732	0,409 1,153 0,527 0,657 -0,460 0,428 0,417	0,136 1,158 0,321 0,293 -0,700 0,623 0,189
2781	0,217 1,508 0,491 0,549 -0,404 0,199 0,704	0,366 1,141 0,532 0,602 -0,526 0,413 0,436	0,108 1,148 0,340 0,213 -0,652 0,686 0,241
2788	0,217 1,508 0,491 0,549 -0,404 0,199 0,704	0,366 1,141 0,532 0,602 -0,526 0,413 0,436	0,108 1,148 0,340 0,213 -0,652 0,686 0,241
2797	0,217 1,508 0,491 0,549 -0,404 0,199 0,704	0,366 1,141 0,532 0,602 -0,526 0,413 0,436	0,108 1,148 0,340 0,213 -0,652 0,686 0,241
2808	0,219 1,508 0,492 0,549 -0,405 0,201 0,703	0,363 1,141 0,534 0,595 -0,525 0,417 0,443	0,106 1,145 0,340 0,212 -0,656 0,683 0,240
2815	0,219 1,508 0,492 0,549 -0,405 0,201 0,703	0,363 1,141 0,534 0,595 -0,525 0,417 0,443	0,106 1,145 0,340 0,212 -0,656 0,683 0,240
2821	0,219 1,508 0,492 0,549 -0,405 0,201 0,703	0,363 1,141 0,534 0,595 -0,525 0,417 0,443	0,106 1,145 0,340 0,212 -0,656 0,683 0,240
2841	0,219 1,508 0,492 0,549 -0,405 0,201 0,703	0,363 1,141 0,534 0,595 -0,525 0,417 0,443	0,106 1,145 0,340 0,212 -0,656 0,683 0,240
